,season,season_week,week_start_date,denv1_cases,denv2_cases,denv3_cases,denv4_cases,other_positive_cases,additional_cases,total_cases
447,1998/1999,32,1998-12-03,1,4,1,0,37,24,67
448,1998/1999,33,1998-12-10,0,2,1,2,46,22,73
449,1998/1999,34,1998-12-17,1,3,3,0,50,32,89
450,1998/1999,35,1998-12-24,2,3,2,2,42,17,68
451,1998/1999,36,1999-01-01,4,5,10,3,26,11,59
452,1998/1999,37,1999-01-08,1,0,9,7,35,4,56
453,1998/1999,38,1999-01-15,2,8,8,3,43,13,77
454,1998/1999,39,1999-01-22,1,1,8,2,56,7,75
455,1998/1999,40,1999-01-29,1,2,3,1,33,7,47
456,1998/1999,41,1999-02-05,0,0,1,2,42,5,50
457,1998/1999,42,1999-02-12,0,1,1,1,36,3,42
458,1998/1999,43,1999-02-19,0,0,1,0,27,0,28
459,1998/1999,44,1999-02-26,0,0,3,1,30,3,37
460,1998/1999,45,1999-03-05,1,0,0,0,32,4,37
461,1998/1999,46,1999-03-12,1,0,3,0,23,0,27
462,1998/1999,47,1999-03-19,0,0,1,0,11,0,12
463,1998/1999,48,1999-03-26,0,0,1,0,14,0,15
464,1998/1999,49,1999-04-02,0,0,4,1,17,0,22
465,1998/1999,50,1999-04-09,0,0,0,1,7,0,8
466,1998/1999,51,1999-04-16,1,0,1,0,13,0,15
467,1998/1999,52,1999-04-23,0,0,2,0,15,0,17
468,1999/2000,1,1999-04-30,0,0,2,0,8,0,10
469,1999/2000,2,1999-05-07,0,0,1,0,8,0,9
470,1999/2000,3,1999-05-14,1,0,2,0,8,0,11
471,1999/2000,4,1999-05-21,0,0,0,1,19,0,20
472,1999/2000,5,1999-05-28,0,0,2,1,10,0,13
473,1999/2000,6,1999-06-04,0,0,0,1,10,0,11
474,1999/2000,7,1999-06-11,0,0,1,0,15,0,16
475,1999/2000,8,1999-06-18,0,0,1,0,10,0,11
476,1999/2000,9,1999-06-25,0,0,0,0,7,0,7
477,1999/2000,10,1999-07-02,0,1,4,0,12,0,17
478,1999/2000,11,1999-07-09,0,0,0,0,14,0,14
479,1999/2000,12,1999-07-16,0,1,1,0,11,0,13
480,1999/2000,13,1999-07-23,0,0,2,0,13,0,15
481,1999/2000,14,1999-07-30,0,5,3,0,22,0,30
482,1999/2000,15,1999-08-06,0,1,5,0,19,0,25
483,1999/2000,16,1999-08-13,1,1,2,0,36,0,40
484,1999/2000,17,1999-08-20,1,3,8,1,31,0,44
485,1999/2000,18,1999-08-27,0,0,4,1,20,0,25
486,1999/2000,19,1999-09-03,1,1,1,0,18,0,21
487,1999/2000,20,1999-09-10,1,4,9,1,33,0,48
488,1999/2000,21,1999-09-17,1,7,5,0,43,0,56
489,1999/2000,22,1999-09-24,2,1,5,0,52,0,60
490,1999/2000,23,1999-10-01,1,1,5,1,37,0,45
491,1999/2000,24,1999-10-08,1,1,3,1,49,0,55
492,1999/2000,25,1999-10-15,0,2,2,1,27,0,32
493,1999/2000,26,1999-10-22,1,3,4,0,38,0,46
494,1999/2000,27,1999-10-29,0,6,9,0,46,0,61
495,1999/2000,28,1999-11-05,1,2,6,0,33,0,42
496,1999/2000,29,1999-11-12,1,0,0,0,36,0,37
497,1999/2000,30,1999-11-19,0,1,6,0,36,0,43
498,1999/2000,31,1999-11-26,1,0,4,0,29,0,34
499,1999/2000,32,1999-12-03,0,3,4,0,33,0,40
500,1999/2000,33,1999-12-10,0,0,1,0,24,0,25
501,1999/2000,34,1999-12-17,1,3,2,0,10,0,16
502,1999/2000,35,1999-12-24,0,0,7,0,10,0,17
503,1999/2000,36,2000-01-01,0,0,1,0,16,0,17
504,1999/2000,37,2000-01-08,0,0,1,0,15,0,16
505,1999/2000,38,2000-01-15,1,1,3,0,18,0,23
506,1999/2000,39,2000-01-22,0,0,1,0,16,1,18
507,1999/2000,40,2000-01-29,1,0,0,0,16,1,18
508,1999/2000,41,2000-02-05,0,0,2,0,7,0,9
509,1999/2000,42,2000-02-12,0,0,1,0,6,0,7
510,1999/2000,43,2000-02-19,0,0,1,0,6,0,7
511,1999/2000,44,2000-02-26,0,0,0,0,4,0,4
512,1999/2000,45,2000-03-04,0,0,2,0,1,0,3
513,1999/2000,46,2000-03-11,0,0,1,0,1,0,2
514,1999/2000,47,2000-03-18,0,0,2,0,6,0,8
515,1999/2000,48,2000-03-25,0,0,0,0,3,0,3
516,1999/2000,49,2000-04-01,0,0,0,0,1,0,1
517,1999/2000,50,2000-04-08,0,0,0,0,1,0,1
518,1999/2000,51,2000-04-15,0,0,0,0,2,0,2
519,1999/2000,52,2000-04-22,0,0,0,0,2,1,3
520,2000/2001,1,2000-04-29,0,0,0,0,2,1,3
521,2000/2001,2,2000-05-06,0,0,0,0,2,0,2
522,2000/2001,3,2000-05-13,0,0,0,0,0,0,0
523,2000/2001,4,2000-05-20,0,0,0,0,0,0,0
524,2000/2001,5,2000-05-27,0,0,1,0,1,0,2
525,2000/2001,6,2000-06-03,0,0,0,0,1,1,2
526,2000/2001,7,2000-06-10,0,0,0,0,0,0,0
527,2000/2001,8,2000-06-17,0,0,1,0,3,2,6
528,2000/2001,9,2000-06-24,0,0,0,0,2,1,3
529,2000/2001,10,2000-07-01,0,0,1,0,5,0,6
530,2000/2001,11,2000-07-08,0,0,1,0,1,0,2
531,2000/2001,12,2000-07-15,0,0,0,0,3,0,3
532,2000/2001,13,2000-07-22,0,0,0,0,2,0,2
533,2000/2001,14,2000-07-29,0,0,0,0,4,0,4
534,2000/2001,15,2000-08-05,0,0,1,0,3,1,5
535,2000/2001,16,2000-08-12,0,0,1,0,1,0,2
536,2000/2001,17,2000-08-19,0,2,3,0,4,0,9
537,2000/2001,18,2000-08-26,0,0,1,0,1,0,2
538,2000/2001,19,2000-09-02,0,0,1,0,2,1,4
539,2000/2001,20,2000-09-09,0,2,2,0,3,1,8
540,2000/2001,21,2000-09-16,0,0,2,0,4,0,6
541,2000/2001,22,2000-09-23,0,0,3,0,0,0,3
542,2000/2001,23,2000-09-30,0,0,5,0,6,0,11
543,2000/2001,24,2000-10-07,0,0,3,0,8,3,14
544,2000/2001,25,2000-10-14,0,0,5,0,5,5,15
545,2000/2001,26,2000-10-21,0,0,6,0,10,4,20
546,2000/2001,27,2000-10-28,0,1,3,0,5,0,9
547,2000/2001,28,2000-11-04,0,0,7,0,11,2,20
548,2000/2001,29,2000-11-11,0,0,16,0,9,3,28
549,2000/2001,30,2000-11-18,0,1,9,0,21,7,38
550,2000/2001,31,2000-11-25,0,0,13,0,14,3,30
551,2000/2001,32,2000-12-02,0,1,11,0,16,2,30
552,2000/2001,33,2000-12-09,0,0,10,0,12,1,23
553,2000/2001,34,2000-12-16,0,0,4,0,12,0,16
554,2000/2001,35,2000-12-23,0,0,4,0,16,2,22
555,2000/2001,36,2001-01-01,0,0,10,0,16,2,28
556,2000/2001,37,2001-01-08,0,0,4,0,7,3,14
557,2000/2001,38,2001-01-15,0,0,7,0,9,1,17
558,2000/2001,39,2001-01-22,0,0,7,0,12,1,20
559,2000/2001,40,2001-01-29,0,1,6,0,9,1,17
560,2000/2001,41,2001-02-05,0,0,6,0,3,1,10
561,2000/2001,42,2001-02-12,0,0,7,0,5,1,13
562,2000/2001,43,2001-02-19,0,0,6,0,10,4,20
563,2000/2001,44,2001-02-26,0,0,2,0,6,1,9
564,2000/2001,45,2001-03-05,0,0,7,0,7,4,18
565,2000/2001,46,2001-03-12,0,1,3,0,5,0,9
566,2000/2001,47,2001-03-19,0,0,1,0,4,3,8
567,2000/2001,48,2001-03-26,0,0,2,0,14,3,19
568,2000/2001,49,2001-04-02,0,0,5,0,4,2,11
569,2000/2001,50,2001-04-09,0,0,0,0,3,1,4
570,2000/2001,51,2001-04-16,0,0,0,0,5,1,6
571,2000/2001,52,2001-04-23,0,0,2,0,4,0,6
572,2001/2002,1,2001-04-30,0,0,0,0,7,1,8
573,2001/2002,2,2001-05-07,0,3,3,0,6,1,13
574,2001/2002,3,2001-05-14,0,0,2,0,5,1,8
575,2001/2002,4,2001-05-21,0,1,1,0,5,1,8
576,2001/2002,5,2001-05-28,0,0,3,0,2,0,5
577,2001/2002,6,2001-06-04,0,0,8,0,4,4,16
578,2001/2002,7,2001-06-11,0,0,7,0,4,1,12
579,2001/2002,8,2001-06-18,0,0,5,0,4,2,11
580,2001/2002,9,2001-06-25,0,0,4,0,11,3,18
581,2001/2002,10,2001-07-02,0,1,3,0,5,1,10
582,2001/2002,11,2001-07-09,0,0,4,0,13,5,22
583,2001/2002,12,2001-07-16,0,0,2,0,12,0,14
584,2001/2002,13,2001-07-23,0,0,5,0,9,2,16
585,2001/2002,14,2001-07-30,0,0,8,0,10,0,18
586,2001/2002,15,2001-08-06,0,1,5,0,15,6,27
587,2001/2002,16,2001-08-13,0,0,4,0,28,6,38
588,2001/2002,17,2001-08-20,0,0,12,0,20,3,35
589,2001/2002,18,2001-08-27,0,1,10,0,26,4,41
590,2001/2002,19,2001-09-03,0,0,6,0,38,7,51
591,2001/2002,20,2001-09-10,0,0,10,0,45,10,65
592,2001/2002,21,2001-09-17,0,0,8,0,40,7,55
593,2001/2002,22,2001-09-24,0,2,13,0,37,2,54
594,2001/2002,23,2001-10-01,0,0,12,0,43,7,62
595,2001/2002,24,2001-10-08,0,0,7,0,51,6,64
596,2001/2002,25,2001-10-15,0,0,8,0,45,3,56
597,2001/2002,26,2001-10-22,0,1,14,0,45,5,65
598,2001/2002,27,2001-10-29,0,0,10,0,55,6,71
599,2001/2002,28,2001-11-05,0,0,13,0,57,5,75
600,2001/2002,29,2001-11-12,0,0,22,0,41,8,71
601,2001/2002,30,2001-11-19,0,3,13,0,47,9,72
602,2001/2002,31,2001-11-26,0,0,10,0,33,4,47
603,2001/2002,32,2001-12-03,0,1,10,0,11,5,27
604,2001/2002,33,2001-12-10,0,2,15,0,16,2,35
605,2001/2002,34,2001-12-17,0,2,8,0,12,3,25
606,2001/2002,35,2001-12-24,0,1,9,0,8,1,19
607,2001/2002,36,2002-01-01,0,1,12,0,22,2,37
608,2001/2002,37,2002-01-08,0,1,10,0,21,6,38
609,2001/2002,38,2002-01-15,0,0,12,0,18,4,34
610,2001/2002,39,2002-01-22,0,1,6,0,15,4,26
611,2001/2002,40,2002-01-29,0,0,6,0,10,3,19
612,2001/2002,41,2002-02-05,0,0,5,0,13,0,18
613,2001/2002,42,2002-02-12,0,0,7,0,13,2,22
614,2001/2002,43,2002-02-19,0,0,5,0,9,2,16
615,2001/2002,44,2002-02-26,0,0,5,0,10,3,18
616,2001/2002,45,2002-03-05,0,0,2,0,4,0,6
617,2001/2002,46,2002-03-12,0,0,3,0,8,1,12
618,2001/2002,47,2002-03-19,0,0,3,0,3,0,6
619,2001/2002,48,2002-03-26,0,0,2,0,4,0,6
620,2001/2002,49,2002-04-02,0,0,1,0,2,0,3
621,2001/2002,50,2002-04-09,0,0,3,0,3,1,7
622,2001/2002,51,2002-04-16,0,0,0,0,4,2,6
623,2001/2002,52,2002-04-23,0,0,0,0,1,0,1
624,2002/2003,1,2002-04-30,0,0,1,0,2,0,3
625,2002/2003,2,2002-05-07,0,0,1,0,1,0,2
626,2002/2003,3,2002-05-14,0,0,0,0,2,0,2
627,2002/2003,4,2002-05-21,0,0,0,0,1,0,1
628,2002/2003,5,2002-05-28,0,0,2,0,6,2,10
629,2002/2003,6,2002-06-04,0,0,0,0,2,1,3
630,2002/2003,7,2002-06-11,0,0,1,0,2,0,3
631,2002/2003,8,2002-06-18,0,0,0,0,1,0,1
632,2002/2003,9,2002-06-25,0,0,0,0,0,1,1
633,2002/2003,10,2002-07-02,0,0,0,0,2,0,2
634,2002/2003,11,2002-07-09,0,0,0,0,6,0,6
635,2002/2003,12,2002-07-16,0,0,3,0,0,0,3
636,2002/2003,13,2002-07-23,0,0,1,0,2,0,3
637,2002/2003,14,2002-07-30,0,0,3,0,1,1,5
638,2002/2003,15,2002-08-06,0,1,1,0,2,0,4
639,2002/2003,16,2002-08-13,0,0,1,0,6,0,7
640,2002/2003,17,2002-08-20,0,0,2,0,3,1,6
641,2002/2003,18,2002-08-27,0,0,3,0,1,1,5
642,2002/2003,19,2002-09-03,0,0,4,0,3,0,7
643,2002/2003,20,2002-09-10,0,0,4,0,2,0,6
644,2002/2003,21,2002-09-17,0,0,2,0,1,1,4
645,2002/2003,22,2002-09-24,0,0,1,0,2,1,4
646,2002/2003,23,2002-10-01,0,0,1,0,2,4,7
647,2002/2003,24,2002-10-08,0,0,1,0,8,0,9
648,2002/2003,25,2002-10-15,0,0,1,0,4,0,5
649,2002/2003,26,2002-10-22,0,0,1,0,3,1,5
650,2002/2003,27,2002-10-29,0,0,1,0,7,2,10
651,2002/2003,28,2002-11-05,0,0,2,0,4,0,6
652,2002/2003,29,2002-11-12,0,0,2,0,10,1,13
653,2002/2003,30,2002-11-19,0,0,0,0,6,0,6
654,2002/2003,31,2002-11-26,0,0,0,0,2,3,5
655,2002/2003,32,2002-12-03,0,0,2,0,3,0,5
656,2002/2003,33,2002-12-10,0,0,4,0,5,0,9
657,2002/2003,34,2002-12-17,0,0,1,0,2,0,3
658,2002/2003,35,2002-12-24,0,1,0,0,4,1,6
659,2002/2003,36,2003-01-01,0,2,1,0,8,0,11
660,2002/2003,37,2003-01-08,0,1,1,0,5,0,7
661,2002/2003,38,2003-01-15,0,0,1,0,5,1,7
662,2002/2003,39,2003-01-22,0,0,1,0,12,2,15
663,2002/2003,40,2003-01-29,0,1,1,0,7,0,9
664,2002/2003,41,2003-02-05,0,0,1,0,4,1,6
665,2002/2003,42,2003-02-12,0,0,2,0,4,0,6
666,2002/2003,43,2003-02-19,0,0,3,0,3,0,6
667,2002/2003,44,2003-02-26,0,0,2,0,5,0,7
668,2002/2003,45,2003-03-05,0,0,2,0,7,1,10
669,2002/2003,46,2003-03-12,0,0,1,0,7,0,8
670,2002/2003,47,2003-03-19,0,0,5,0,2,0,7
671,2002/2003,48,2003-03-26,0,1,2,0,7,2,12
672,2002/2003,49,2003-04-02,0,0,0,0,3,0,3
673,2002/2003,50,2003-04-09,0,0,0,0,2,0,2
674,2002/2003,51,2003-04-16,1,2,1,0,3,0,7
675,2002/2003,52,2003-04-23,0,1,2,0,2,0,5
676,2003/2004,1,2003-04-30,0,0,1,0,4,0,5
677,2003/2004,2,2003-05-07,0,0,2,0,5,0,7
678,2003/2004,3,2003-05-14,0,0,3,0,4,0,7
679,2003/2004,4,2003-05-21,0,0,2,0,5,0,7
680,2003/2004,5,2003-05-28,0,0,4,0,3,0,7
681,2003/2004,6,2003-06-04,0,0,3,0,6,1,10
682,2003/2004,7,2003-06-11,0,0,9,0,3,1,13
683,2003/2004,8,2003-06-18,0,1,4,0,5,0,10
684,2003/2004,9,2003-06-25,0,2,2,0,10,0,14
685,2003/2004,10,2003-07-02,0,0,2,0,9,0,11
686,2003/2004,11,2003-07-09,0,0,0,0,18,2,20
687,2003/2004,12,2003-07-16,0,0,0,0,22,3,25
688,2003/2004,13,2003-07-23,0,0,2,0,15,0,17
689,2003/2004,14,2003-07-30,0,0,3,0,13,2,18
690,2003/2004,15,2003-08-06,0,1,9,0,15,0,25
691,2003/2004,16,2003-08-13,0,2,5,0,13,1,21
692,2003/2004,17,2003-08-20,0,0,9,0,20,2,31
693,2003/2004,18,2003-08-27,0,2,7,0,22,1,32
694,2003/2004,19,2003-09-03,0,1,3,0,21,1,26
695,2003/2004,20,2003-09-10,0,2,5,0,25,3,35
696,2003/2004,21,2003-09-17,0,0,5,0,19,4,28
697,2003/2004,22,2003-09-24,0,2,10,0,24,1,37
698,2003/2004,23,2003-10-01,0,1,10,0,29,1,41
699,2003/2004,24,2003-10-08,0,0,6,0,26,2,34
700,2003/2004,25,2003-10-15,0,0,9,0,19,2,30
701,2003/2004,26,2003-10-22,0,0,10,0,27,2,39
702,2003/2004,27,2003-10-29,0,4,9,0,24,2,39
703,2003/2004,28,2003-11-05,0,1,4,0,27,7,39
704,2003/2004,29,2003-11-12,0,0,2,0,28,4,34
705,2003/2004,30,2003-11-19,0,0,3,0,19,8,30
706,2003/2004,31,2003-11-26,0,0,2,0,23,12,37
707,2003/2004,32,2003-12-03,0,1,6,0,17,5,29
708,2003/2004,33,2003-12-10,0,2,4,0,15,5,26
709,2003/2004,34,2003-12-17,0,2,1,0,7,5,15
710,2003/2004,35,2003-12-24,0,2,6,0,8,6,22
711,2003/2004,36,2004-01-01,0,3,2,0,8,2,15
712,2003/2004,37,2004-01-08,0,1,5,0,10,4,20
713,2003/2004,38,2004-01-15,0,1,4,0,6,3,14
714,2003/2004,39,2004-01-22,0,2,2,0,6,0,10
715,2003/2004,40,2004-01-29,0,0,6,0,14,1,21
716,2003/2004,41,2004-02-05,0,1,3,0,5,5,14
717,2003/2004,42,2004-02-12,0,0,4,0,8,2,14
718,2003/2004,43,2004-02-19,0,0,4,0,4,1,9
719,2003/2004,44,2004-02-26,0,2,4,0,5,0,11
720,2003/2004,45,2004-03-04,0,1,1,0,3,0,5
721,2003/2004,46,2004-03-11,0,2,1,0,3,0,6
722,2003/2004,47,2004-03-18,0,0,1,0,6,0,7
723,2003/2004,48,2004-03-25,0,3,3,0,5,0,11
724,2003/2004,49,2004-04-01,0,0,0,0,4,0,4
725,2003/2004,50,2004-04-08,0,1,1,0,1,0,3
726,2003/2004,51,2004-04-15,0,0,1,0,1,0,2
727,2003/2004,52,2004-04-22,0,2,1,0,2,1,6
728,2004/2005,1,2004-04-29,0,3,2,0,4,1,10
729,2004/2005,2,2004-05-06,0,1,0,0,5,1,7
730,2004/2005,3,2004-05-13,0,1,2,0,2,0,5
731,2004/2005,4,2004-05-20,0,0,0,0,3,0,3
732,2004/2005,5,2004-05-27,0,1,3,0,7,1,12
733,2004/2005,6,2004-06-03,0,1,0,0,11,1,13
734,2004/2005,7,2004-06-10,0,0,1,0,9,0,10
735,2004/2005,8,2004-06-17,0,2,3,0,6,2,13
736,2004/2005,9,2004-06-24,0,2,1,0,8,2,13
737,2004/2005,10,2004-07-01,0,0,3,0,5,0,8
738,2004/2005,11,2004-07-08,0,1,1,0,17,2,21
739,2004/2005,12,2004-07-15,0,2,1,0,15,0,18
740,2004/2005,13,2004-07-22,0,0,0,0,8,0,8
741,2004/2005,14,2004-07-29,0,1,1,0,5,0,7
742,2004/2005,15,2004-08-05,0,5,1,0,14,0,20
743,2004/2005,16,2004-08-12,0,1,1,0,12,0,14
744,2004/2005,17,2004-08-19,0,4,2,0,8,0,14
745,2004/2005,18,2004-08-26,0,3,2,0,2,0,7
746,2004/2005,19,2004-09-02,0,3,1,0,8,2,14
747,2004/2005,20,2004-09-09,0,2,1,0,7,0,10
748,2004/2005,21,2004-09-16,0,1,2,0,6,4,13
749,2004/2005,22,2004-09-23,0,4,2,0,18,3,27
750,2004/2005,23,2004-09-30,0,2,1,0,9,1,13
751,2004/2005,24,2004-10-07,0,5,2,0,10,1,18
752,2004/2005,25,2004-10-14,0,2,3,0,10,1,16
753,2004/2005,26,2004-10-21,0,4,1,0,8,3,16
754,2004/2005,27,2004-10-28,0,4,3,0,13,0,20
755,2004/2005,28,2004-11-04,0,3,2,0,11,1,17
756,2004/2005,29,2004-11-11,0,1,1,0,2,0,4
757,2004/2005,30,2004-11-18,0,3,0,0,11,1,15
758,2004/2005,31,2004-11-25,0,1,0,0,6,1,8
759,2004/2005,32,2004-12-02,0,1,0,0,5,0,6
760,2004/2005,33,2004-12-09,0,1,1,0,10,0,12
761,2004/2005,34,2004-12-16,0,2,1,0,12,0,15
762,2004/2005,35,2004-12-23,0,3,1,0,7,0,11
763,2004/2005,36,2005-01-01,0,2,2,0,5,1,10
764,2004/2005,37,2005-01-08,0,5,0,0,8,2,15
765,2004/2005,38,2005-01-15,0,2,2,0,12,1,17
766,2004/2005,39,2005-01-22,0,3,1,0,2,1,7
767,2004/2005,40,2005-01-29,0,2,1,0,4,0,7
768,2004/2005,41,2005-02-05,0,2,0,0,6,0,8
769,2004/2005,42,2005-02-12,0,3,1,0,5,0,9
770,2004/2005,43,2005-02-19,0,1,0,0,10,1,12
771,2004/2005,44,2005-02-26,0,2,0,0,9,1,12
772,2004/2005,45,2005-03-05,0,1,0,0,4,0,5
773,2004/2005,46,2005-03-12,0,1,1,0,2,0,4
774,2004/2005,47,2005-03-19,0,1,0,0,8,2,11
775,2004/2005,48,2005-03-26,0,1,0,0,3,0,4
776,2004/2005,49,2005-04-02,0,1,0,0,3,1,5
777,2004/2005,50,2005-04-09,0,3,0,0,4,0,7
778,2004/2005,51,2005-04-16,0,0,0,0,1,0,1
779,2004/2005,52,2005-04-23,0,1,0,0,0,0,1
780,2005/2006,1,2005-04-30,0,2,0,0,2,0,4
781,2005/2006,2,2005-05-07,0,0,0,0,1,1,2
782,2005/2006,3,2005-05-14,0,3,0,0,2,1,6
783,2005/2006,4,2005-05-21,0,0,0,0,3,0,3
784,2005/2006,5,2005-05-28,0,1,0,0,3,0,4
785,2005/2006,6,2005-06-04,0,3,1,0,6,0,10
786,2005/2006,7,2005-06-11,0,3,0,0,9,0,12
787,2005/2006,8,2005-06-18,0,6,1,0,13,1,21
788,2005/2006,9,2005-06-25,0,8,0,0,15,3,26
789,2005/2006,10,2005-07-02,0,6,1,0,13,1,21
790,2005/2006,11,2005-07-09,0,6,0,0,21,3,30
791,2005/2006,12,2005-07-16,0,5,0,0,37,3,45
792,2005/2006,13,2005-07-23,0,5,1,0,45,5,56
793,2005/2006,14,2005-07-30,0,9,2,0,60,4,75
794,2005/2006,15,2005-08-06,0,20,1,0,58,4,83
795,2005/2006,16,2005-08-13,0,12,2,0,60,8,82
796,2005/2006,17,2005-08-20,0,13,3,0,93,17,126
797,2005/2006,18,2005-08-27,0,17,1,0,80,21,119
798,2005/2006,19,2005-09-03,0,20,7,0,92,18,137
799,2005/2006,20,2005-09-10,0,30,3,0,88,10,131
800,2005/2006,21,2005-09-17,0,27,2,0,71,12,112
801,2005/2006,22,2005-09-24,0,14,6,0,54,8,82
802,2005/2006,23,2005-10-01,0,15,2,0,53,3,73
803,2005/2006,24,2005-10-08,0,7,2,0,33,1,43
804,2005/2006,25,2005-10-15,0,9,2,0,44,0,55
805,2005/2006,26,2005-10-22,0,16,4,1,32,2,55
806,2005/2006,27,2005-10-29,0,8,4,0,39,2,53
807,2005/2006,28,2005-11-05,0,9,0,0,34,3,46
808,2005/2006,29,2005-11-12,0,8,0,0,28,7,43
809,2005/2006,30,2005-11-19,0,4,0,0,25,0,29
810,2005/2006,31,2005-11-26,0,8,2,0,12,0,22
811,2005/2006,32,2005-12-03,0,12,1,0,11,2,26
812,2005/2006,33,2005-12-10,0,6,0,0,7,0,13
813,2005/2006,34,2005-12-17,0,10,1,0,6,0,17
814,2005/2006,35,2005-12-24,0,3,0,0,5,0,8
815,2005/2006,36,2006-01-01,0,4,1,0,8,0,13
816,2005/2006,37,2006-01-08,0,3,0,0,7,0,10
817,2005/2006,38,2006-01-15,0,8,0,0,8,1,17
818,2005/2006,39,2006-01-22,0,11,2,0,6,0,19
819,2005/2006,40,2006-01-29,0,4,1,0,4,0,9
820,2005/2006,41,2006-02-05,0,3,1,0,4,1,9
821,2005/2006,42,2006-02-12,0,4,1,0,4,0,9
822,2005/2006,43,2006-02-19,0,2,1,0,0,0,3
823,2005/2006,44,2006-02-26,0,6,0,0,0,1,7
824,2005/2006,45,2006-03-05,0,2,2,0,3,0,7
825,2005/2006,46,2006-03-12,0,0,0,0,0,0,0
826,2005/2006,47,2006-03-19,0,0,0,0,1,1,2
827,2005/2006,48,2006-03-26,0,1,1,0,1,0,3
828,2005/2006,49,2006-04-02,0,2,0,0,1,0,3
829,2005/2006,50,2006-04-09,0,0,1,0,0,0,1
830,2005/2006,51,2006-04-16,0,1,0,0,2,0,3
831,2005/2006,52,2006-04-23,0,2,0,0,1,0,3
832,2006/2007,1,2006-04-30,0,2,0,0,1,0,3
833,2006/2007,2,2006-05-07,0,2,0,0,4,1,7
834,2006/2007,3,2006-05-14,0,1,0,0,2,0,3
835,2006/2007,4,2006-05-21,0,1,0,0,3,1,5
836,2006/2007,5,2006-05-28,0,3,2,0,5,1,11
837,2006/2007,6,2006-06-04,0,1,0,0,4,0,5
838,2006/2007,7,2006-06-11,0,1,0,0,4,0,5
839,2006/2007,8,2006-06-18,0,3,1,0,2,0,6
840,2006/2007,9,2006-06-25,0,2,1,0,3,0,6
841,2006/2007,10,2006-07-02,0,0,0,0,4,0,4
842,2006/2007,11,2006-07-09,0,3,0,0,1,0,4
843,2006/2007,12,2006-07-16,0,2,0,0,6,0,8
844,2006/2007,13,2006-07-23,0,6,4,0,4,0,14
845,2006/2007,14,2006-07-30,0,3,3,0,6,0,12
846,2006/2007,15,2006-08-06,0,7,0,0,8,1,16
847,2006/2007,16,2006-08-13,0,2,0,0,8,0,10
848,2006/2007,17,2006-08-20,0,5,3,0,8,0,16
849,2006/2007,18,2006-08-27,0,4,5,0,7,2,18
850,2006/2007,19,2006-09-03,0,5,1,1,6,2,15
851,2006/2007,20,2006-09-10,0,3,7,0,12,1,23
852,2006/2007,21,2006-09-17,0,7,4,0,6,0,17
853,2006/2007,22,2006-09-24,0,12,6,0,13,2,33
854,2006/2007,23,2006-10-01,0,4,3,0,8,0,15
855,2006/2007,24,2006-10-08,0,4,5,0,3,1,13
856,2006/2007,25,2006-10-15,0,5,2,0,4,0,11
857,2006/2007,26,2006-10-22,1,6,2,0,4,1,14
858,2006/2007,27,2006-10-29,0,1,5,0,11,0,17
859,2006/2007,28,2006-11-05,0,5,5,0,8,1,19
860,2006/2007,29,2006-11-12,0,5,4,1,9,1,20
861,2006/2007,30,2006-11-19,0,4,1,0,7,0,12
862,2006/2007,31,2006-11-26,0,6,6,0,9,0,21
863,2006/2007,32,2006-12-03,0,3,3,0,1,0,7
864,2006/2007,33,2006-12-10,0,2,6,0,10,1,19
865,2006/2007,34,2006-12-17,0,2,4,0,2,2,10
866,2006/2007,35,2006-12-24,0,2,5,0,5,1,13
867,2006/2007,36,2007-01-01,0,1,5,0,4,0,10
868,2006/2007,37,2007-01-08,0,1,2,0,3,2,8
869,2006/2007,38,2007-01-15,0,3,6,0,10,2,21
870,2006/2007,39,2007-01-22,0,5,1,1,3,1,11
871,2006/2007,40,2007-01-29,0,2,2,0,4,1,9
872,2006/2007,41,2007-02-05,0,4,5,0,5,0,14
873,2006/2007,42,2007-02-12,0,6,4,0,4,0,14
874,2006/2007,43,2007-02-19,0,3,7,0,5,0,15
875,2006/2007,44,2007-02-26,0,4,8,0,5,1,18
876,2006/2007,45,2007-03-05,0,3,7,0,6,0,16
877,2006/2007,46,2007-03-12,0,5,0,0,6,1,12
878,2006/2007,47,2007-03-19,0,7,4,0,8,1,20
879,2006/2007,48,2007-03-26,0,3,1,0,4,0,8
880,2006/2007,49,2007-04-02,0,0,1,0,2,0,3
881,2006/2007,50,2007-04-09,0,2,2,0,8,1,13
882,2006/2007,51,2007-04-16,0,1,1,0,2,0,4
883,2006/2007,52,2007-04-23,0,0,0,0,1,0,1
884,2007/2008,1,2007-04-30,0,6,0,0,4,0,10
885,2007/2008,2,2007-05-07,0,3,3,0,2,0,8
886,2007/2008,3,2007-05-14,0,0,6,0,7,0,13
887,2007/2008,4,2007-05-21,0,0,4,0,6,0,10
888,2007/2008,5,2007-05-28,0,1,13,0,6,1,21
889,2007/2008,6,2007-06-04,0,3,7,0,7,1,18
890,2007/2008,7,2007-06-11,0,4,7,0,9,1,21
891,2007/2008,8,2007-06-18,0,6,13,0,12,3,34
892,2007/2008,9,2007-06-25,0,4,4,1,13,3,25
893,2007/2008,10,2007-07-02,2,3,9,0,18,2,34
894,2007/2008,11,2007-07-09,1,6,11,1,11,3,33
895,2007/2008,12,2007-07-16,2,7,21,0,9,1,40
