,iquitos, 4S, 73W, air_temperature, dew_point_temperature,relative_humidity, specific_humidity,Unnamed: 7
1908,1984,3,22,296.55,295.85,96,17.46, 
1909,1984,3,23,297.3,297.02,98.48,18.68, 
1910,1984,3,24,295.64,295.18,97.33,16.65, 
1911,1984,3,25,297.55,293.3,81.25,14.91, 
1912,1984,3,26,299.37,293.78,73.22,15.32, 
1913,1984,3,27,299.44,294.1,75.3,15.63, 
1914,1984,3,28,297.08,295.65,92.18,17.22, 
1915,1984,3,29,297.01,294.38,86.92,15.91, 
1916,1984,3,30,297.77,296.88,95.15,18.57, 
1917,1984,3,31,296.49,296.3,98.88,17.83, 
1918,1984,4,1,294.78,294.3,97.18,15.76, 
1919,1984,4,2,295.91,294.6,93.38,16.15, 
1920,1984,4,3,298.29,294.1,83.38,15.69, 
1921,1984,4,4,297.76,293.6,80.52,15.15, 
1922,1984,4,5,297.47,295.97,91.8,17.54, 
1923,1984,4,6,299.16,295.96,86.4,17.53, 
1924,1984,4,7,296.88,296.05,95.45,17.57, 
1925,1984,4,8,296.91,296,95,17.52, 
1926,1984,4,9,295.67,294.02,90.8,15.49, 
1927,1984,4,10,296.34,295.5,95.35,17.03, 
1928,1984,4,11,296.58,296.33,98.45,17.85, 
1929,1984,4,12,296.98,296.62,98.28,18.25, 
1930,1984,4,13,296.69,296.28,97.77,17.85, 
1931,1984,4,14,297.13,294.92,89.33,16.42, 
1932,1984,4,15,299.05,295.07,83.08,16.57, 
1933,1984,4,16,298.22,296.6,91.13,18.25, 
1934,1984,4,17,298.3,296.33,89.67,17.89, 
1935,1984,4,18,297.2,296.42,95.72,17.96, 
1936,1984,4,19,297.98,294.12,81.85,15.64, 
1937,1984,4,20,298.1,294.33,82.43,15.84, 
1938,1984,4,21,298.09,296.77,92.92,18.43, 
1939,1984,4,22,296.26,296.13,99.43,17.68, 
1940,1984,4,23,296.65,295.18,92.57,16.75, 
1941,1984,4,24,297.49,297.05,97.55,18.7, 
1942,1984,4,25,297.92,296.3,91.62,17.82, 
1943,1984,4,26,294.9,294.12,95.43,15.6, 
1944,1984,4,27,295.07,293.17,90.65,14.69, 
1945,1984,4,28,296.83,293.67,85.75,15.19, 
1946,1984,4,29,298.36,295.5,85.58,16.97, 
1947,1984,4,30,296.91,296.35,96.8,17.88, 
1948,1984,5,1,296.37,295.2,93.93,16.67, 
1949,1984,5,2,296.06,295.33,95.8,16.8, 
1950,1984,5,3,296.83,294.43,88.95,15.83, 
1951,1984,5,4,297.01,295.22,91,16.73, 
1952,1984,5,5,297.66,296.12,91.6,17.83, 
1953,1984,5,6,298.46,296.12,89.07,17.62, 
1954,1984,5,7,298.51,295.42,85.88,16.93, 
1955,1984,5,8,297.16,296.22,94.85,17.73, 
1956,1984,5,9,297.89,295.61,88.05,17.16, 
1957,1984,5,10,296.8,295.95,95.53,17.54, 
1958,1984,5,11,297.58,296.57,94.58,18.16, 
1959,1984,5,12,298.26,295.23,86.8,16.8, 
1960,1984,5,13,297.11,296.12,94.62,17.86, 
1961,1984,5,14,297.45,297.12,98.25,18.82, 
1962,1984,5,15,296.95,296.47,97.45,18.09, 
1963,1984,5,16,296.28,295.67,96.75,17.28, 
1964,1984,5,17,297.5,295.05,88.4,16.52, 
1965,1984,5,18,298.47,295.48,86.22,16.96, 
1966,1984,5,19,298.08,295.93,89.35,17.46, 
1967,1984,5,20,297.62,296.4,93.33,18.06, 
1968,1984,5,21,298.24,297.58,96.32,19.33, 
1969,1984,5,22,298.17,295.77,88.95,17.23, 
1970,1984,5,23,296.6,296.17,97.63,17.76, 
1971,1984,5,24,296.96,294.6,89.07,16.1, 
1972,1984,5,25,297.67,295.7,89.9,17.28, 
1973,1984,5,26,296.79,296.4,97.7,18, 
1974,1984,5,27,297.52,295.7,91.05,17.21, 
1975,1984,5,28,297.15,296.12,94.48,17.66, 
1976,1984,5,29,297.02,296.08,94.95,17.64, 
1977,1984,5,30,298,296.45,92.45,18.05, 
1978,1984,5,31,297.27,296.45,95.4,18.01, 
1979,1984,6,1,297.17,296.95,98.85,18.53, 
1980,1984,6,2,296.55,296.2,98.2,17.73, 
1981,1984,6,3,297.08,294.3,87.95,15.78, 
1982,1984,6,4,296.35,295.9,97.6,17.43, 
1983,1984,6,5,296.22,295.6,96.35,17.06, 
1984,1984,6,6,297.05,294.03,86.97,15.48, 
1985,1984,6,7,296.66,294.17,86.55,15.69, 
1986,1984,6,8,296.98,295.35,91,16.81, 
1987,1984,6,9,296.06,294.02,89.85,15.51, 
1988,1984,6,10,298.34,293.15,74.38,14.69, 
1989,1984,6,11,297.31,295.7,91.5,17.16, 
1990,1984,6,12,296.6,296.05,97.12,17.63, 
1991,1984,6,13,295.32,295.15,99.1,16.66, 
1992,1984,6,14,295.09,294.62,97.5,16.2, 
1993,1984,6,15,295.63,294.55,94.15,16.01, 
1994,1984,6,16,295.17,294.92,98.55,16.33, 
1995,1984,6,17,295.06,293.62,92.18,15.19, 
1996,1984,6,18,296.11,294.32,91.3,15.79, 
1997,1984,6,19,296.81,295.95,95.43,17.46, 
1998,1984,6,20,296.54,294.6,90.8,16.06, 
1999,1984,6,21,296.17,294.6,91.83,16.05, 
2000,1984,6,22,295.71,295.05,96.53,16.53, 
2001,1984,6,23,295.77,293.67,89.58,15.19, 
2002,1984,6,24,296.38,295.9,97.45,17.4, 
2003,1984,6,25,296.41,293.42,86.9,14.95, 
2004,1984,6,26,297.67,292.98,77.68,14.52, 
2005,1984,6,27,296.78,294.98,90.05,16.53, 
2006,1984,6,28,296.36,295.2,93.55,16.69, 
2007,1984,6,29,295.85,295.7,99.27,17.17, 
2008,1984,6,30,294.82,294.35,97.5,15.88, 
2009,1984,7,1,295.93,293.95,90.12,15.44, 
2010,1984,7,2,298.43,292.9,76.4,14.48, 
2011,1984,7,3,296.93,294.82,89.62,16.32, 
2012,1984,7,4,295.7,295.45,99.05,16.99, 
2013,1984,7,5,296.96,294.5,88.55,16, 
2014,1984,7,6,298.05,293.8,82.88,15.36, 
2015,1984,7,7,296.5,296.02,97.1,17.55, 
2016,1984,7,8,295.33,295.33,99.75,16.71, 
2017,1984,7,9,295.54,294,91.88,15.45, 
2018,1984,7,10,297.04,293.02,82.95,14.55, 
2019,1984,7,11,297.13,294.4,86.85,15.87, 
2020,1984,7,12,296.28,295.65,96.55,17.18, 
2021,1984,7,13,295.58,295.02,97.05,16.55, 
2022,1984,7,14,296.42,294.9,92.15,16.3, 
2023,1984,7,15,296.12,293.83,89.07,15.29, 
2024,1984,7,16,294.82,293.4,92.6,15.01, 
2025,1984,7,17,296.88,294.7,89.25,16.16, 
2026,1984,7,18,295.13,294.48,96.25,16.01, 
2027,1984,7,19,295.03,294.58,97.65,16.01, 
2028,1984,7,20,294.76,292.58,88.55,14.09, 
2029,1984,7,21,294.55,292.17,87.05,13.74, 
2030,1984,7,22,293.79,292.38,91.95,13.95, 
2031,1984,7,23,294.51,292.9,90.95,14.46, 
2032,1984,7,24,296.18,292.52,83.05,14.09, 
2033,1984,7,25,296.39,291.65,76.88,13.33, 
2034,1984,7,26,297.52,291.85,71.88,13.52, 
2035,1984,7,27,297.43,291.75,75.15,13.51, 
2036,1984,7,28,296.87,291.58,75.03,13.31, 
2037,1984,7,29,295.29,294.42,95.17,15.84, 
2038,1984,7,30,294.83,293.4,92.42,14.87, 
2039,1984,7,31,295.96,293.05,86.25,14.52, 
2040,1984,8,1,297.81,290.85,70.43,12.71, 
2041,1984,8,2,298.72,290.62,63.15,12.51, 
2042,1984,8,3,297.53,293.47,78.43,15.15, 
2043,1984,8,4,298.79,294.88,84.1,16.39, 
2044,1984,8,5,297.01,295.78,93.3,17.32, 
2045,1984,8,6,297.62,294.28,86.03,15.75, 
2046,1984,8,7,297.06,294.55,88,16, 
2047,1984,8,8,297.17,294.4,85.15,15.87, 
2048,1984,8,9,295.08,294.8,98.53,16.25, 
2049,1984,8,10,295.62,293.18,88.05,14.66, 
2050,1984,8,11,296.18,293,84.35,14.56, 
2051,1984,8,12,296.75,294.62,89.28,16.13, 
2052,1984,8,13,297.82,294.1,84.32,15.59, 
2053,1984,8,14,297.25,294.43,86.28,15.91, 
2054,1984,8,15,296.83,293.23,81.38,14.73, 
2055,1984,8,16,296.7,295.4,92.7,16.89, 
2056,1984,8,17,297.62,293.75,82,15.3, 
2057,1984,8,18,299.19,291.62,66.25,13.38, 
2058,1984,8,19,299.28,293.98,72.78,15.53, 
2059,1984,8,20,296.52,296.2,98.2,17.71, 
2060,1984,8,21,296.9,295.23,90.8,16.79, 
2061,1984,8,22,297.92,294.4,84.55,15.91, 
2062,1984,8,23,298.68,295.92,85.9,17.58, 
2063,1984,8,24,298.17,296.12,90,17.68, 
2064,1984,8,25,297.87,296.85,94.28,18.48, 
2065,1984,8,26,295.82,295.12,96.28,16.62, 
2066,1984,8,27,293.05,287.85,73.57,10.48, 
2067,1984,8,28,294.12,288.7,75.8,11.04, 
2068,1984,8,29,297.39,291.2,69.72,12.98, 
2069,1984,8,30,297.73,289.12,64.05,11.43, 
2070,1984,8,31,298.21,288.83,56.67,11.23, 
2071,1984,9,1,298.34,290.47,61.9,12.42, 
2072,1984,9,2,294.85,293.05,89.83,14.57, 
2073,1984,9,3,294.94,293.97,94.43,15.49, 
2074,1984,9,4,295.91,294.45,92.4,15.83, 
2075,1984,9,5,295.83,293.77,89.3,15.19, 
2076,1984,9,6,297.11,294.4,86.25,15.86, 
2077,1984,9,7,295.6,295,96.75,16.48, 
2078,1984,9,8,297.45,293.55,82.28,15.02, 
2079,1984,9,9,295.99,295.65,98.25,17.14, 
2080,1984,9,10,296.71,294.79,90.6,16.26, 
2081,1984,9,11,297.9,294.33,85.4,15.84, 
2082,1984,9,12,296.21,295.75,97.62,17.31, 
2083,1984,9,13,297.12,294.05,86.5,15.52, 
2084,1984,9,14,297.32,294.5,87.13,15.95, 
2085,1984,9,15,298.64,293.25,75.12,14.78, 
2086,1984,9,16,300.42,293.42,66.9,15, 
2087,1984,9,17,298.16,295.6,88.02,17.1, 
2088,1984,9,18,296.87,296.48,97.75,18.02, 
2089,1984,9,19,298.99,294.05,78.15,15.61, 
2090,1984,9,20,299.99,293.67,70.2,15.23, 
2091,1984,9,21,298.63,295.02,81.05,16.6, 
2092,1984,9,22,296.36,295.38,94.7,16.96, 
2093,1984,9,23,297.69,293.98,84.32,15.47, 
2094,1984,9,24,298.91,293.42,76.52,15.02, 
2095,1984,9,25,301.24,292.33,59.08,13.98, 
2096,1984,9,26,299.57,294.52,74.6,16.19, 
2097,1984,9,27,299,294.62,81.45,16.17, 
2098,1984,9,28,296.51,296.1,97.83,17.67, 
2099,1984,9,29,298.38,294.8,85.15,16.29, 
2100,1984,9,30,297.57,295.1,88.32,16.58, 
2101,1984,10,1,296.68,294.17,87.45,15.62, 
2102,1984,10,2,299.38,293.72,74.03,15.23, 
2103,1984,10,3,300.95,291.33,57.48,13.1, 
2104,1984,10,4,299.97,293.65,68.65,15.36, 
2105,1984,10,5,297.24,296.07,93.6,17.55, 
2106,1984,10,6,298.76,293.7,80.8,15.29, 
2107,1984,10,7,299.14,292.79,69.12,14.38, 
2108,1984,10,8,296.24,294.78,91.85,16.35, 
2109,1984,10,9,298.64,294.2,80.43,15.73, 
2110,1984,10,10,298.35,295.28,83.73,16.82, 
2111,1984,10,11,298.33,296.15,88.82,17.67, 
2112,1984,10,12,299.05,296.55,88.1,18.08, 
2113,1984,10,13,299.79,294.17,74.68,15.7, 
2114,1984,10,14,299.04,295.45,84.55,17.02, 
2115,1984,10,15,297.71,296.83,94.85,18.47, 
2116,1984,10,16,297.1,296.36,95.77,17.88, 
2117,1984,10,17,297.8,294.67,86.12,16.16, 
2118,1984,10,18,299.41,292.97,69.25,14.55, 
2119,1984,10,19,299.26,292.85,70.2,14.48, 
2120,1984,10,20,297.23,294.88,88.28,16.34, 
2121,1984,10,21,297.8,292.73,75.95,14.35, 
2122,1984,10,22,299.72,293.33,72.93,14.94, 
2123,1984,10,23,302.15,293.1,60.6,14.71, 
2124,1984,10,24,299.69,295.98,81.2,17.7, 
2125,1984,10,25,301.1,295,73.38,16.56, 
2126,1984,10,26,300.17,294.83,74.82,16.42, 
2127,1984,10,27,299.61,292.98,70.9,14.62, 
2128,1984,10,28,301.27,293.02,63.75,14.69, 
2129,1984,10,29,302.54,293.34,58.17,15.01, 
2130,1984,10,30,301.75,294.46,65.83,16.09, 
2131,1984,10,31,299.51,296.69,85.22,18.45, 
2132,1984,11,1,298.84,297.1,90.57,18.82, 
2133,1984,11,2,298.63,294.88,84.55,16.48, 
2134,1984,11,3,301.32,291.6,58.42,13.45, 
2135,1984,11,4,302.56,292.11,54.2,13.87, 
2136,1984,11,5,300.93,294.98,70.18,16.69, 
2137,1984,11,6,299.42,296.96,87.4,18.63, 
2138,1984,11,7,297.56,296.88,96.22,18.54, 
2139,1984,11,8,297.78,294.43,85.45,15.96, 
2140,1984,11,9,299.64,292.42,66.97,14.07, 
2141,1984,11,10,300.63,292.85,64.03,14.48, 
2142,1984,11,11,301.46,291.88,56.95,13.64, 
2143,1984,11,12,298.82,295.72,83.5,17.36, 
2144,1984,11,13,299.75,295.62,83.53,17.25, 
2145,1984,11,14,295.78,295.58,99.1,17.1, 
2146,1984,11,15,296.24,293.43,87,14.94, 
2147,1984,11,16,298.06,291.01,69.9,12.84, 
2148,1984,11,17,298,294.62,82.53,16.19, 
2149,1984,11,18,296.5,295.02,92.03,16.56, 
2150,1984,11,19,298.06,294.15,81.85,15.63, 
2151,1984,11,20,297.69,296.32,92.35,17.9, 
2152,1984,11,21,298.06,295.1,86.32,16.6, 
2153,1984,11,22,298.76,293.27,75.6,14.84, 
2154,1984,11,23,299.14,295.43,84.32,16.98, 
2155,1984,11,24,297.25,296.65,96.62,18.24, 
2156,1984,11,25,296.32,295.56,95.6,17.09, 
2157,1984,11,26,296.51,295.74,95.75,17.24, 
2158,1984,11,27,298.27,294.2,81.42,15.7, 
2159,1984,11,28,299.62,292.58,67.38,14.2, 
2160,1984,11,29,296.16,295.52,96.3,17.03, 
2161,1984,11,30,296.76,296.2,96.95,17.79, 
2162,1984,12,1,296.53,294.91,91.8,16.37, 
2163,1984,12,2,296.68,292.83,81.9,14.41, 
2164,1984,12,3,296.85,295.01,89.88,16.65, 
2165,1984,12,4,296.68,296.48,98.93,18.03, 
2166,1984,12,5,297.18,295.23,90.33,16.75, 
2167,1984,12,6,296.96,296.58,97.8,18.18, 
2168,1984,12,7,297.62,294.38,86.18,15.95, 
2169,1984,12,8,299.44,294.33,79.6,15.96, 
2170,1984,12,9,298.45,294.69,80.97,16.23, 
2171,1984,12,10,298.11,296.94,93.48,18.73, 
2172,1984,12,11,299.2,295.96,84.7,17.55, 
2173,1984,12,12,299.21,295.68,83.75,17.26, 
2174,1984,12,13,299.34,295.65,82.9,17.21, 
2175,1984,12,14,298.87,295.7,84.38,17.22, 
2176,1984,12,15,298.83,295.91,86.18,17.5, 
2177,1984,12,16,299.82,295.08,79.55,16.71, 
2178,1984,12,17,300.53,294.27,72.03,15.9, 
2179,1984,12,18,298.23,296.71,91.7,18.41, 
2180,1984,12,19,296.4,295.73,96.33,17.29, 
2181,1984,12,20,297.11,294.75,88.93,16.25, 
2182,1984,12,21,297.34,294.77,87.9,16.25, 
2183,1984,12,22,297.62,294.81,86.75,16.34, 
2184,1984,12,23,298.11,292.53,75.92,14.22, 
2185,1984,12,24,300.74,292.15,60.72,13.89, 
2186,1984,12,25,298.17,295.36,86,16.92, 
2187,1984,12,26,296.41,295.95,97.48,17.55, 
2188,1984,12,27,296.77,293.92,87.15,15.46, 
2189,1984,12,28,295.64,295.26,97.82,16.77, 
2190,1984,12,29,296.77,294.07,87.88,15.57, 
2191,1984,12,30,297.42,295.73,91.25,17.27, 
2192,1984,12,31,297.75,295.33,88.42,16.89, 
2193,1985,1,1,297.36,294.2,86,15.75, 
2194,1985,1,2,299.21,291.95,66.2,13.65, 
2195,1985,1,3,297.88,295.8,89.1,17.35, 
2196,1985,1,4,298.77,295.38,83.75,16.91, 
2197,1985,1,5,299.75,294.7,76.45,16.24, 
2198,1985,1,6,299.76,295.64,82.45,17.2, 
2199,1985,1,7,298.18,296.78,92.62,18.4, 
2200,1985,1,8,296.37,296.11,98.53,17.66, 
2201,1985,1,9,296.78,293.13,82.28,14.68, 
2202,1985,1,10,298.08,293.51,78.53,15.04, 
2203,1985,1,11,297.81,295.46,88.88,17.03, 
2204,1985,1,12,298.49,295.81,86.62,17.37, 
2205,1985,1,13,297.89,296.31,91.72,17.92, 
2206,1985,1,14,298.34,295.96,88.5,17.5, 
2207,1985,1,15,298,296.9,94.27,18.55, 
2208,1985,1,16,297.13,296.73,97.68,18.31, 
2209,1985,1,17,298.12,294.37,84.42,15.92, 
2210,1985,1,18,298.26,294.94,82.33,16.49, 
2211,1985,1,19,298.49,296.11,88.2,17.67, 
2212,1985,1,20,299.46,295.17,83.28,16.81, 
2213,1985,1,21,298.31,296.25,89.37,17.81, 
2214,1985,1,22,299.11,294.2,77.7,15.75, 
2215,1985,1,23,297.8,295.13,86.8,16.67, 
2216,1985,1,24,298.65,293.79,78.57,15.33, 
2217,1985,1,25,299.16,293.76,74.4,15.31, 
2218,1985,1,26,300.02,292.6,66.05,14.24, 
2219,1985,1,27,299.2,292.61,68.77,14.26, 
2220,1985,1,28,298.33,291.98,70.7,13.71, 
2221,1985,1,29,299.74,292.47,65.25,14.15, 
2222,1985,1,30,298.75,293.57,75.75,15.12, 
2223,1985,1,31,295.79,294.93,95.07,16.45, 
2224,1985,2,1,298.1,294.14,81.45,15.69, 
2225,1985,2,2,297.72,292.66,74.88,14.29, 
2226,1985,2,3,298.91,293.04,73.72,14.68, 
2227,1985,2,4,300.86,290.38,56.95,12.47, 
2228,1985,2,5,298.78,291.33,65.62,13.21, 
2229,1985,2,6,299.13,290.61,61.05,12.5, 
2230,1985,2,7,299.03,291.58,66.15,13.32, 
2231,1985,2,8,299.12,292.7,69,14.3, 
2232,1985,2,9,298.14,295,85.78,16.49, 
2233,1985,2,10,295.86,295.03,95.5,16.52, 
2234,1985,2,11,295.74,295.02,96.12,16.59, 
2235,1985,2,12,297.34,296.38,94.8,17.93, 
2236,1985,2,13,297.25,295.43,91,16.94, 
2237,1985,2,14,299.31,292.96,70.88,14.55, 
2238,1985,2,15,297.75,295.71,89.95,17.25, 
2239,1985,2,16,298.11,296.62,92.45,18.27, 
2240,1985,2,17,296.86,294.86,89.5,16.34, 
2241,1985,2,18,297.24,293.96,84.62,15.48, 
2242,1985,2,19,298.31,293.85,80.75,15.38, 
2243,1985,2,20,298.53,294.42,80.25,15.97, 
2244,1985,2,21,298.82,292.72,76,14.42, 
2245,1985,2,22,296.34,294.1,88.05,15.61, 
2246,1985,2,23,297.64,293.15,77.95,14.73, 
2247,1985,2,24,298.3,293.7,80.72,15.27, 
2248,1985,2,25,299.37,293.23,71.1,14.81, 
2249,1985,2,26,299.09,292.67,70.3,14.34, 
2250,1985,2,27,297.69,295.83,89.55,17.43, 
2251,1985,2,28,296.44,296.12,98.43,17.69, 
2252,1985,3,1,297.41,294.38,85.15,15.88, 
2253,1985,3,2,296.83,295.7,93.95,17.23, 
2254,1985,3,3,295.72,294.27,92.6,15.83, 
2255,1985,3,4,295.11,294.88,98.95,16.42, 
2256,1985,3,5,295.39,295.01,97.9,16.54, 
2257,1985,3,6,297.09,294.33,87.67,15.87, 
2258,1985,3,7,296.92,295.62,93.1,17.21, 
2259,1985,3,8,296.71,295.8,94.88,17.38, 
2260,1985,3,9,296.25,295.7,96.95,17.23, 
2261,1985,3,10,296.32,295,93.03,16.48, 
2262,1985,3,11,296.24,295.35,94.9,16.89, 
2263,1985,3,12,296.23,294.33,90.12,15.86, 
2264,1985,3,13,298.34,293.38,77.45,14.96, 
2265,1985,3,14,296.64,295.65,94.42,17.2, 
2266,1985,3,15,297.93,296.17,90.08,17.83, 
2267,1985,3,16,298.66,297.2,92.17,18.96, 
2268,1985,3,17,299.23,297.55,91.1,19.31, 
2269,1985,3,18,298.26,296.73,92.23,18.38, 
2270,1985,3,19,297.18,296.8,98,18.43, 
2271,1985,3,20,296.96,296.45,97.05,18.09, 
2272,1985,3,21,298.38,293.35,77.58,14.93, 
2273,1985,3,22,299.76,294.5,75.55,16.05, 
2274,1985,3,23,298.06,297.02,94.22,18.71, 
2275,1985,3,24,297.59,296.55,94.02,18.1, 
2276,1985,3,25,296.24,295.22,94.28,16.72, 
2277,1985,3,26,295.77,294.68,93.97,16.13, 
2278,1985,3,27,296.74,295.15,91.25,16.77, 
2279,1985,3,28,298.28,296.1,89.72,17.59, 
2280,1985,3,29,297.31,296.85,97.4,18.47, 
2281,1985,3,30,298.07,295.73,89.15,17.3, 
2282,1985,3,31,296.98,294.67,87.45,16.18, 
2283,1985,4,1,296.26,295.7,97.05,17.27, 
2284,1985,4,2,296.88,295.9,94.9,17.5, 
2285,1985,4,3,299.01,295.8,84.62,17.35, 
2286,1985,4,4,298.2,296.33,90.18,17.96, 
2287,1985,4,5,298.21,297.02,93.52,18.69, 
2288,1985,4,6,297.73,296.35,93.03,17.96, 
2289,1985,4,7,298.85,295.1,85.15,16.64, 
2290,1985,4,8,296.79,296.55,98.78,18.12, 
2291,1985,4,9,297.05,296.05,94.62,17.57, 
2292,1985,4,10,298.44,294.38,81.57,15.87, 
2293,1985,4,11,297.37,294.9,88.22,16.42, 
2294,1985,4,12,296.93,294.55,87.53,16, 
2295,1985,4,13,297.98,295.48,88.62,16.95, 
2296,1985,4,14,297.84,297.2,96.58,19.01, 
2297,1985,4,15,297.76,294.88,87.1,16.43, 
2298,1985,4,16,298.04,294.67,83.5,16.18, 
2299,1985,4,17,299.54,292.02,67.3,13.71, 
2300,1985,4,18,300.61,294.8,72.03,16.31, 
2301,1985,4,19,298.53,296.27,88.95,17.8, 
2302,1985,4,20,296.71,295.12,91.57,16.61, 
2303,1985,4,21,296.8,295.77,94.4,17.32, 
2304,1985,4,22,298.44,295.73,87.48,17.27, 
2305,1985,4,23,297.71,295.57,88.5,17.09, 
2306,1985,4,24,298.72,296.45,89.2,18.04, 
2307,1985,4,25,296.53,296.3,98.9,17.9, 
2308,1985,4,26,296.13,295.67,97.62,17.22, 
2309,1985,4,27,296.33,293.97,89.08,15.49, 
2310,1985,4,28,297.77,292.98,80.4,14.58, 
2311,1985,4,29,297.5,293.8,79.9,15.52, 
2312,1985,4,30,298.89,295,84.38,16.59, 
2313,1985,5,1,297.09,296.1,94.78,17.66, 
2314,1985,5,2,295.92,295.45,97.32,16.99, 
2315,1985,5,3,296.46,295.58,95.4,17.07, 
2316,1985,5,4,295.88,295,95.38,16.52, 
2317,1985,5,5,296.83,294.75,90.05,16.22, 
2318,1985,5,6,297.03,294.7,89.08,16.18, 
2319,1985,5,7,298.06,295.35,87.92,16.86, 
2320,1985,5,8,296.88,296.42,97.47,18.05, 
2321,1985,5,9,296.85,296.6,98.72,18.21, 
2322,1985,5,10,296.69,296.02,96.5,17.56, 
2323,1985,5,11,294.93,294.77,99.15,16.26, 
2324,1985,5,12,295.92,294,90.6,15.52, 
2325,1985,5,13,297.59,293.95,83.17,15.45, 
2326,1985,5,14,297.05,295.27,90.12,16.8, 
2327,1985,5,15,296.65,296.38,98.48,17.93, 
2328,1985,5,16,296.79,296.48,98.3,18.03, 
2329,1985,5,17,296.83,295.75,94.35,17.31, 
2330,1985,5,18,295.71,295.45,98.67,17.01, 
2331,1985,5,19,294.89,294.65,98.6,16.07, 
2332,1985,5,20,296.15,293.05,86.72,14.57, 
2333,1985,5,21,296.49,293.08,84.93,14.64, 
2334,1985,5,22,299.44,291.42,65.4,13.17, 
2335,1985,5,23,298.19,294.52,82.07,16.05, 
2336,1985,5,24,297.78,294.92,87.53,16.35, 
2337,1985,5,25,296.82,295.5,93.07,17.01, 
2338,1985,5,26,296.81,296.38,97.62,17.95, 
2339,1985,5,27,297.06,296.7,98.1,18.29, 
2340,1985,5,28,297.11,296.77,98.1,18.35, 
2341,1985,5,29,296.76,296.02,96.13,17.57, 
2342,1985,5,30,296.99,296.6,97.88,18.17, 
2343,1985,5,31,296.81,294.73,90,16.2, 
2344,1985,6,1,297.05,295.98,94.05,17.5, 
2345,1985,6,2,297.85,296.4,92.68,17.94, 
2346,1985,6,3,296.57,296.33,98.47,17.84, 
2347,1985,6,4,296.22,295.97,98.55,17.47, 
2348,1985,6,5,296.35,296,98,17.49, 
2349,1985,6,6,296.37,294.85,92.2,16.26, 
2350,1985,6,7,296.75,293.78,86.57,15.26, 
2351,1985,6,8,293.82,292.02,89.45,13.61, 
2352,1985,6,9,290.62,289.48,93.38,11.54, 
2353,1985,6,10,291.53,285.79,73.45,9.13, 
2354,1985,6,11,290.78,284.26,69.03,8.2, 
2355,1985,6,12,292.42,284.83,69.15,8.54, 
2356,1985,6,13,294.81,287.45,71.25,10.17, 
2357,1985,6,14,298.44,289.15,58.15,11.39, 
2358,1985,6,15,297.01,292.62,77.35,14.35, 
2359,1985,6,16,296.08,293.98,88.93,15.39, 
2360,1985,6,17,295.73,294.5,93.4,15.89, 
2361,1985,6,18,295.39,293.15,89.1,14.65, 
2362,1985,6,19,294.92,293.97,94.72,15.4, 
2363,1985,6,20,294.38,293.6,95.53,15.03, 
2364,1985,6,21,293.99,293.28,95.88,14.83, 
2365,1985,6,22,293.43,293.27,99.1,14.72, 
2366,1985,6,23,292.85,292.6,98.65,14.12, 
2367,1985,6,24,294.96,294.38,96.68,15.84, 
2368,1985,6,25,295.58,295.28,98.25,16.71, 
2369,1985,6,26,295.83,295.52,98.4,17.01, 
2370,1985,6,27,295.59,294.83,95.93,16.26, 
2371,1985,6,28,296.26,294.12,89.18,15.51, 
2372,1985,6,29,297.37,293.2,78.08,14.72, 
2373,1985,6,30,296.2,291.95,81.53,13.64, 
2374,1985,7,1,298.23,293.65,76.12,15.14, 
2375,1985,7,2,296.25,294.98,93.05,16.41, 
2376,1985,7,3,295.77,295.52,98.68,16.97, 
2377,1985,7,4,296.47,295.08,92.88,16.5, 
2378,1985,7,5,295.73,295.08,96.32,16.55, 
2379,1985,7,6,295.78,294.72,94.53,16.17, 
2380,1985,7,7,294.73,294.42,98.43,15.88, 
2381,1985,7,8,295.63,292.83,87.2,14.36, 
2382,1985,7,9,297.06,290.8,73.17,12.65, 
2383,1985,7,10,297.11,294.08,84.52,15.62, 
2384,1985,7,11,295.74,295.1,96.73,16.58, 
2385,1985,7,12,295.52,295.02,97.35,16.46, 
2386,1985,7,13,295.19,294.23,94.8,15.65, 
2387,1985,7,14,294.98,292.38,87.38,13.92, 
2388,1985,7,15,294.22,291.35,85.32,13.08, 
2389,1985,7,16,294.29,292.1,88.27,13.69, 
2390,1985,7,17,294.62,291.8,86.82,13.48, 
2391,1985,7,18,295.73,291.58,79.35,13.27, 
2392,1985,7,19,295.26,292.62,85.38,14.17, 
2393,1985,7,20,294.81,293.75,94.35,15.2, 
2394,1985,7,21,295.18,293.25,90.68,14.73, 
2395,1985,7,22,295.95,291.17,79.38,12.98, 
2396,1985,7,23,299.21,290.88,64.32,12.77, 
2397,1985,7,24,297.56,291.1,69.97,12.89, 
2398,1985,7,25,298.6,291.4,65.47,13.14, 
2399,1985,7,26,297.27,294.45,85.93,15.92, 
2400,1985,7,27,296.99,295.58,92.22,17.09, 
2401,1985,7,28,295.62,295.33,98.47,16.81, 
2402,1985,7,29,296.01,295.53,97.35,17.09, 
2403,1985,7,30,296.81,295.38,92.78,16.87, 
2404,1985,7,31,295.76,293.9,90.8,15.38, 
2405,1985,8,1,296.13,294.8,92.85,16.26, 
2406,1985,8,2,294.98,294.7,98.65,16.15, 
2407,1985,8,3,295.48,294.88,96.75,16.3, 
