,san_juan, 18.5N, 66W, air_temperature, dew_point_temperature,relative_humidity, specific_humidity,Unnamed: 7
2112,1984,10,12,299.56,296.18,81.5,17.54, 
2113,1984,10,13,298.99,296.55,86.43,18, 
2114,1984,10,14,298.89,296.19,85.03,17.62, 
2115,1984,10,15,299.78,296.25,81.05,17.71, 
2116,1984,10,16,299.39,296.45,83.82,17.89, 
2117,1984,10,17,298.99,295.56,81.53,16.94, 
2118,1984,10,18,299.05,295.67,81.7,17.06, 
2119,1984,10,19,298.74,295.68,83.22,17.08, 
2120,1984,10,20,298.67,295.73,83.65,17.09, 
2121,1984,10,21,298.25,295.99,87.4,17.4, 
2122,1984,10,22,298.82,294.83,78.95,16.22, 
2123,1984,10,23,298.76,294.67,77.95,16.05, 
2124,1984,10,24,299.04,294.88,78.23,16.32, 
2125,1984,10,25,299.4,296.35,83.45,17.84, 
2126,1984,10,26,299.22,295.8,81.6,17.21, 
2127,1984,10,27,299.15,295.25,79.25,16.63, 
2128,1984,10,28,298.69,295.36,81.97,16.79, 
2129,1984,10,29,297.92,295.11,84.4,16.54, 
2130,1984,10,30,297.77,294.83,83.7,16.26, 
2131,1984,10,31,298.31,295.01,82,16.46, 
2132,1984,11,1,298.2,295.98,87.6,17.46, 
2133,1984,11,2,298.06,296.05,88.68,17.54, 
2134,1984,11,3,298.3,295.92,86.78,17.42, 
2135,1984,11,4,298.43,296.48,89.05,18.02, 
2136,1984,11,5,298.24,296.44,89.85,18, 
2137,1984,11,6,298.02,296.4,90.72,17.96, 
2138,1984,11,7,298.32,296.5,89.8,18.17, 
2139,1984,11,8,298.75,296.4,86.82,17.99, 
2140,1984,11,9,298.35,295.3,83.2,16.77, 
2141,1984,11,10,297.81,292.47,72.25,14.09, 
2142,1984,11,11,298.17,291.15,65.15,12.95, 
2143,1984,11,12,297.34,292.55,74.6,14.08, 
2144,1984,11,13,297.6,293.1,76.07,14.53, 
2145,1984,11,14,298.28,293.23,73.67,14.67, 
2146,1984,11,15,298.49,293.59,74.38,14.98, 
2147,1984,11,16,298.79,293.11,70.73,14.53, 
2148,1984,11,17,298.52,294.98,80.77,16.34, 
2149,1984,11,18,299.02,295.63,81.68,17.01, 
2150,1984,11,19,298.78,295.67,83.08,17.04, 
2151,1984,11,20,299,295.03,78.82,16.38, 
2152,1984,11,21,299.08,294.67,76.7,16.01, 
2153,1984,11,22,298.85,293.73,73.3,15.13, 
2154,1984,11,23,298.43,294.58,79.4,15.97, 
2155,1984,11,24,299.02,295.1,78.93,16.48, 
2156,1984,11,25,298.92,296,83.78,17.42, 
2157,1984,11,26,297.47,295.49,88.85,16.91, 
2158,1984,11,27,298.11,293.53,75.75,14.95, 
2159,1984,11,28,297.03,293.05,78.53,14.51, 
2160,1984,11,29,297.37,293.23,77.85,14.67, 
2161,1984,11,30,298.18,293.92,77.43,15.3, 
2162,1984,12,1,297.93,294.98,83.55,16.28, 
2163,1984,12,2,297.74,294.78,83.65,16.11, 
2164,1984,12,3,298.2,293.54,75.38,14.92, 
2165,1984,12,4,298.56,293.75,74.73,15.1, 
2166,1984,12,5,298.64,293.98,75.4,15.33, 
2167,1984,12,6,298.38,293.88,76.1,15.22, 
2168,1984,12,7,298.18,293.88,76.95,15.24, 
2169,1984,12,8,297.79,293.88,78.93,15.27, 
2170,1984,12,9,297.67,293.65,78.25,15.03, 
2171,1984,12,10,297.32,293.89,81.55,15.31, 
2172,1984,12,11,296.98,293,78.65,14.53, 
2173,1984,12,12,297,293.35,80.22,14.84, 
2174,1984,12,13,297.6,293.4,77.88,14.85, 
2175,1984,12,14,297.35,291.11,68.12,12.82, 
2176,1984,12,15,296.75,292.25,75.93,13.82, 
2177,1984,12,16,296.99,292.3,74.98,13.9, 
2178,1984,12,17,296.87,291.52,71.95,13.23, 
2179,1984,12,18,296.16,290.55,70.6,12.4, 
2180,1984,12,19,295.96,290.42,71.28,12.31, 
2181,1984,12,20,295.99,291.23,74.55,12.95, 
2182,1984,12,21,297.05,291.17,69.8,12.91, 
2183,1984,12,22,297.24,291.56,70.62,13.2, 
2184,1984,12,23,297.14,292.27,74.22,13.82, 
2185,1984,12,24,297.22,293.35,79.15,14.82, 
2186,1984,12,25,297.93,293.77,77.62,15.13, 
2187,1984,12,26,297.92,293.24,75.27,14.65, 
2188,1984,12,27,297.4,293.24,77.57,14.62, 
2189,1984,12,28,297.18,293.07,77.82,14.46, 
2190,1984,12,29,297.88,292.38,71.45,13.83, 
2191,1984,12,30,297.02,292.7,76.95,14.15, 
2192,1984,12,31,296.58,292.23,76.62,13.73, 
2193,1985,1,1,297.46,292.53,73.97,14, 
2194,1985,1,2,296.83,292.98,79.25,14.42, 
2195,1985,1,3,297.57,293.34,77.43,14.73, 
2196,1985,1,4,297.42,292.95,76.33,14.42, 
2197,1985,1,5,297.43,292.98,76.33,14.42, 
2198,1985,1,6,297.13,293.15,78.4,14.56, 
2199,1985,1,7,297.76,291.85,69.88,13.44, 
2200,1985,1,8,297.34,291.85,71.38,13.43, 
2201,1985,1,9,297.29,291.63,70.68,13.24, 
2202,1985,1,10,296.21,292.81,81.12,14.24, 
2203,1985,1,11,297.06,292.11,73.93,13.66, 
2204,1985,1,12,296.87,292.35,75.8,13.87, 
2205,1985,1,13,296.5,292.14,77,13.73, 
2206,1985,1,14,296.54,292.58,78.47,14.07, 
2207,1985,1,15,296.36,291.48,74.18,13.1, 
2208,1985,1,16,296.18,291.09,73.12,12.8, 
2209,1985,1,17,296.64,292.01,75.25,13.57, 
2210,1985,1,18,297.23,292.9,76.97,14.36, 
2211,1985,1,19,297.53,292.79,75.1,14.25, 
2212,1985,1,20,297.16,292.2,73.93,13.73, 
2213,1985,1,21,297.69,291.57,68.72,13.19, 
2214,1985,1,22,297.08,291.78,72.42,13.38, 
2215,1985,1,23,297.24,291.76,71.58,13.34, 
2216,1985,1,24,297.37,291.8,71.05,13.34, 
2217,1985,1,25,297.53,292.14,71.82,13.64, 
2218,1985,1,26,297.72,293.58,77.93,14.96, 
2219,1985,1,27,297.02,293.08,78.73,14.5, 
2220,1985,1,28,297.2,291.94,72.6,13.51, 
2221,1985,1,29,297.3,291.7,70.95,13.32, 
2222,1985,1,30,297.27,292.76,76.12,14.21, 
2223,1985,1,31,297.36,291.74,70.98,13.31, 
2224,1985,2,1,296.28,292.3,78.3,13.79, 
2225,1985,2,2,296.33,292.9,80.95,14.29, 
2226,1985,2,3,297.2,292.39,74.62,13.84, 
2227,1985,2,4,297.21,292.44,74.67,13.89, 
2228,1985,2,5,297.48,291.52,69.27,13.1, 
2229,1985,2,6,297.52,291.6,69.43,13.18, 
2230,1985,2,7,297.29,292.3,73.75,13.79, 
2231,1985,2,8,297.29,292.38,74.07,13.89, 
2232,1985,2,9,297.41,292.43,74.05,13.94, 
2233,1985,2,10,296.93,292.6,76.9,14.1, 
2234,1985,2,11,296.67,292.47,77.43,13.97, 
2235,1985,2,12,296.82,292.55,77.1,14.02, 
2236,1985,2,13,297.25,292.23,73.6,13.77, 
2237,1985,2,14,297.35,292.24,73.12,13.77, 
2238,1985,2,15,297.68,292.93,75,14.41, 
2239,1985,2,16,297.6,293.15,76.45,14.59, 
2240,1985,2,17,297.99,293.27,74.95,14.66, 
2241,1985,2,18,297.68,293.26,76.35,14.62, 
2242,1985,2,19,296.94,292.72,77.18,14.14, 
2243,1985,2,20,297.96,292.85,73.2,14.28, 
2244,1985,2,21,298.22,292.95,72.55,14.35, 
2245,1985,2,22,296.84,292.9,78.88,14.34, 
2246,1985,2,23,297.18,292.27,74.2,13.8, 
2247,1985,2,24,297.02,291.98,73.58,13.54, 
2248,1985,2,25,296.8,291.27,71.22,12.96, 
2249,1985,2,26,296.26,292.27,78.32,13.78, 
2250,1985,2,27,295.99,292.85,82.6,14.3, 
2251,1985,2,28,296.24,292.73,80.45,14.15, 
2252,1985,3,1,296.44,293.2,82.27,14.62, 
2253,1985,3,2,297.43,292.8,75.25,14.24, 
2254,1985,3,3,297.65,293.3,76.8,14.73, 
2255,1985,3,4,297.38,292.86,76,14.34, 
2256,1985,3,5,296.48,292.93,80.5,14.4, 
2257,1985,3,6,296.07,292.66,81.15,14.18, 
2258,1985,3,7,296.27,293.65,85.15,15.04, 
2259,1985,3,8,295.87,293.8,88.28,15.17, 
2260,1985,3,9,297.2,292.48,75.07,13.97, 
2261,1985,3,10,297.3,291.7,71.1,13.32, 
2262,1985,3,11,297.09,292.08,73.6,13.64, 
2263,1985,3,12,297.23,291.75,71.47,13.35, 
2264,1985,3,13,297.11,292.38,74.95,13.89, 
2265,1985,3,14,297.24,291.83,71.8,13.41, 
2266,1985,3,15,297.51,292.03,71.38,13.57, 
2267,1985,3,16,297.62,292.83,74.62,14.28, 
2268,1985,3,17,297.68,292.55,73.28,14.02, 
2269,1985,3,18,297.72,293.05,75.25,14.49, 
2270,1985,3,19,297.88,293.3,75.9,14.73, 
2271,1985,3,20,297.16,292.83,76.8,14.29, 
2272,1985,3,21,297.74,293.17,75.72,14.62, 
2273,1985,3,22,298,293.05,74,14.47, 
2274,1985,3,23,298.21,292.88,72.4,14.34, 
2275,1985,3,24,298.09,292.85,72.95,14.31, 
2276,1985,3,25,298.21,292.73,71.7,14.22, 
2277,1985,3,26,298.21,293.42,74.9,14.83, 
2278,1985,3,27,295.79,292.85,83.55,14.29, 
2279,1985,3,28,295.82,292.1,79.47,13.59, 
2280,1985,3,29,295.44,293.02,86.1,14.41, 
2281,1985,3,30,297.13,293.05,78.15,14.47, 
2282,1985,3,31,297.51,293.05,76.23,14.46, 
2283,1985,4,1,296.78,292.34,76.18,13.82, 
2284,1985,4,2,296.95,291.25,70.55,12.96, 
2285,1985,4,3,297.86,292.15,70.62,13.71, 
2286,1985,4,4,297.9,291.77,68.88,13.36, 
2287,1985,4,5,297.8,292.75,73.6,14.22, 
2288,1985,4,6,297.08,292.65,76.33,14.12, 
2289,1985,4,7,297.78,293.1,75.3,14.5, 
2290,1985,4,8,297.22,293.52,79.9,14.88, 
2291,1985,4,9,297.83,293.52,77,14.88, 
2292,1985,4,10,297.68,293.33,76.58,14.69, 
2293,1985,4,11,297.18,293.52,80.03,14.9, 
2294,1985,4,12,297.9,293.2,75.15,14.57, 
2295,1985,4,13,297.69,293.62,78.15,14.99, 
2296,1985,4,14,297.85,292.98,74.25,14.39, 
2297,1985,4,15,297.71,292.78,74.03,14.25, 
2298,1985,4,16,297.39,293.73,79.93,15.09, 
2299,1985,4,17,298.18,293.92,77.43,15.31, 
2300,1985,4,18,298.29,293.35,74.05,14.76, 
2301,1985,4,19,297.59,293.5,77.75,14.86, 
2302,1985,4,20,297.72,293.3,76.28,14.71, 
2303,1985,4,21,297.64,293.42,77.35,14.87, 
2304,1985,4,22,297.18,293.55,80.25,15, 
2305,1985,4,23,297.17,293.6,80.38,15.02, 
2306,1985,4,24,296.59,292.88,79.82,14.4, 
2307,1985,4,25,297.28,291.33,69.38,13.05, 
2308,1985,4,26,296.19,292.41,79.5,14, 
2309,1985,4,27,297.41,290.5,65.65,12.41, 
2310,1985,4,28,297.1,290.92,68.43,12.7, 
2311,1985,4,29,297.07,291,69.1,12.81, 
2312,1985,4,30,297.56,292.3,72.65,13.88, 
2313,1985,5,1,298.18,292.58,71.15,14.09, 
2314,1985,5,2,297.3,295,87.07,16.37, 
2315,1985,5,3,298.08,295.33,84.82,16.72, 
2316,1985,5,4,298.48,295.23,82.38,16.6, 
2317,1985,5,5,298.61,294.7,78.93,16.02, 
2318,1985,5,6,298.65,294.27,76.7,15.65, 
2319,1985,5,7,298.38,294.52,79.28,15.91, 
2320,1985,5,8,298.76,294.6,77.82,15.95, 
2321,1985,5,9,298,294.23,79.65,15.58, 
2322,1985,5,10,298.6,293.72,74.5,15.12, 
2323,1985,5,11,297.75,293.83,78.82,15.23, 
2324,1985,5,12,298.07,293.6,76.15,15.01, 
2325,1985,5,13,297.68,293.83,78.95,15.2, 
2326,1985,5,14,297.75,294.52,82.07,15.85, 
2327,1985,5,15,297.65,295.25,86.72,16.67, 
2328,1985,5,16,297.74,295.65,88.2,17.08, 
2329,1985,5,17,298,295.98,88.57,17.43, 
2330,1985,5,18,298.58,296.5,88.28,17.96, 
2331,1985,5,19,299.05,296.85,87.7,18.3, 
2332,1985,5,20,298.98,295.7,82.52,17.09, 
2333,1985,5,21,298.83,294.17,75.45,15.51, 
2334,1985,5,22,299.24,294.08,73.42,15.46, 
2335,1985,5,23,299.43,293.75,71.1,15.13, 
2336,1985,5,24,299.26,294.15,73.38,15.5, 
2337,1985,5,25,298.86,295.9,83.95,17.32, 
2338,1985,5,26,299.55,296.12,81.55,17.53, 
2339,1985,5,27,300.07,295.6,76.85,16.98, 
2340,1985,5,28,299.8,295.73,78.43,17.08, 
2341,1985,5,29,299.62,295.5,78.43,16.89, 
2342,1985,5,30,299.56,295.85,80.45,17.24, 
2343,1985,5,31,299.57,295.35,78.18,16.73, 
2344,1985,6,1,299.32,295.45,79.53,16.77, 
2345,1985,6,2,299.51,294.92,76.08,16.23, 
2346,1985,6,3,299.75,294.67,73.62,16.01, 
2347,1985,6,4,299.16,294,73.35,15.37, 
2348,1985,6,5,299.5,294.55,74.3,15.91, 
2349,1985,6,6,299.93,294.98,74.35,16.34, 
2350,1985,6,7,299.95,296.1,79.45,17.48, 
2351,1985,6,8,299.5,296.08,81.3,17.42, 
2352,1985,6,9,300.1,295.12,74.28,16.5, 
2353,1985,6,10,299.72,296.42,82.12,17.78, 
2354,1985,6,11,299.79,296.78,83.7,18.18, 
2355,1985,6,12,299.94,296.83,83.12,18.22, 
2356,1985,6,13,300.35,295.88,76.8,17.2, 
2357,1985,6,14,300.29,295.7,76.15,17.01, 
2358,1985,6,15,300.12,295.62,76.55,16.95, 
2359,1985,6,16,300.2,295.93,77.35,17.22, 
2360,1985,6,17,300.11,295.8,77.2,17.09, 
2361,1985,6,18,299.81,295.22,76.12,16.53, 
2362,1985,6,19,300.26,294.8,72.18,16.11, 
2363,1985,6,20,299.52,295.93,80.73,17.3, 
2364,1985,6,21,299.26,296.45,84.77,17.89, 
2365,1985,6,22,299.57,296.17,81.45,17.5, 
2366,1985,6,23,299.33,295.35,78.75,16.68, 
2367,1985,6,24,299.61,294.88,75.28,16.2, 
2368,1985,6,25,299.44,295.2,77.65,16.55, 
2369,1985,6,26,299.61,295.65,79.18,17.05, 
2370,1985,6,27,300.42,295.47,74.43,16.81, 
2371,1985,6,28,299.81,296.38,81.32,17.72, 
2372,1985,6,29,300.6,295.92,75.9,17.28, 
2373,1985,6,30,299.89,295.28,76.03,16.6, 
2374,1985,7,1,299.38,296.33,83.4,17.71, 
2375,1985,7,2,299.79,296.88,84.05,18.26, 
2376,1985,7,3,299.42,296.48,83.95,17.87, 
2377,1985,7,4,299.58,296.75,84.57,18.17, 
2378,1985,7,5,300.54,296.6,79.18,18, 
2379,1985,7,6,300.9,296.67,78.03,18.07, 
2380,1985,7,7,300.12,297.4,85.1,18.89, 
2381,1985,7,8,299.1,296.3,84.65,17.71, 
2382,1985,7,9,299.44,296.15,82.15,17.55, 
2383,1985,7,10,299.65,295.6,78.7,16.96, 
2384,1985,7,11,299.74,295.1,75.68,16.44, 
2385,1985,7,12,299.15,295.77,81.82,17.16, 
2386,1985,7,13,300.36,296.1,77.77,17.51, 
2387,1985,7,14,300.46,296.42,78.68,17.83, 
2388,1985,7,15,299.85,295.05,75.15,16.44, 
2389,1985,7,16,298.79,295.95,84.22,17.3, 
2390,1985,7,17,298.6,295.92,85.32,17.32, 
2391,1985,7,18,299.58,296.2,81.88,17.61, 
2392,1985,7,19,299.24,296,82.4,17.37, 
2393,1985,7,20,298.57,296.45,88.22,17.9, 
2394,1985,7,21,299.95,297.12,84.75,18.65, 
2395,1985,7,22,300.41,296.65,80.03,18.09, 
2396,1985,7,23,298.99,295.78,82.53,17.15, 
2397,1985,7,24,298.95,296.02,83.95,17.41, 
2398,1985,7,25,299.69,296.15,80.98,17.53, 
2399,1985,7,26,299.94,296.58,81.93,18, 
2400,1985,7,27,299.87,296.12,79.95,17.54, 
2401,1985,7,28,299.01,295.8,82.45,17.19, 
2402,1985,7,29,299.33,296.5,84.5,17.92, 
2403,1985,7,30,300.52,296.53,79.03,17.94, 
2404,1985,7,31,301.07,296.1,74.45,17.47, 
2405,1985,8,1,299.48,295.45,78.58,16.8, 
2406,1985,8,2,299.94,294.95,74.22,16.31, 
2407,1985,8,3,300.2,296.02,78.1,17.45, 
2408,1985,8,4,300.73,296.58,78.48,18.02, 
2409,1985,8,5,300.79,296.22,76.4,17.62, 
2410,1985,8,6,300.07,295.75,77.32,17.12, 
2411,1985,8,7,299.64,296.12,81.23,17.55, 
2412,1985,8,8,299.71,296.4,82.07,17.84, 
2413,1985,8,9,299.81,296.55,82.38,17.99, 
2414,1985,8,10,300.29,296.45,79.5,17.84, 
2415,1985,8,11,299.81,296.05,79.8,17.44, 
2416,1985,8,12,300.16,296.12,78.33,17.49, 
2417,1985,8,13,299.43,296.45,83.82,17.91, 
2418,1985,8,14,299.8,296.38,81.47,17.8, 
2419,1985,8,15,299.55,296.95,85.7,18.45, 
2420,1985,8,16,301,296.5,76.6,17.94, 
2421,1985,8,17,300.67,296.35,77.18,17.76, 
2422,1985,8,18,299.69,296.8,84.2,18.28, 
2423,1985,8,19,299.99,296.72,82.45,18.19, 
2424,1985,8,20,299.7,296.75,84.12,18.25, 
2425,1985,8,21,299.24,296.95,87.38,18.45, 
2426,1985,8,22,300.8,297.08,80.35,18.57, 
2427,1985,8,23,300.88,296.5,77.18,17.91, 
2428,1985,8,24,299.23,296.25,83.88,17.68, 
2429,1985,8,25,298.79,296.05,84.88,17.43, 
2430,1985,8,26,299.74,296.58,82.62,17.96, 
2431,1985,8,27,298.87,296.45,86.53,17.86, 
2432,1985,8,28,300.3,297.3,83.85,18.79, 
2433,1985,8,29,300.54,296.77,80.15,18.21, 
2434,1985,8,30,299.72,296.05,80.45,17.48, 
2435,1985,8,31,299.55,295.7,79.62,17.11, 
2436,1985,9,1,300.31,295.95,77.15,17.34, 
2437,1985,9,2,299.87,296.95,84.12,18.41, 
2438,1985,9,3,300.28,297.58,85.38,19.18, 
2439,1985,9,4,300.78,296.73,78.78,18.17, 
2440,1985,9,5,300.59,296.95,80.4,18.38, 
2441,1985,9,6,299.94,296.1,79.68,17.52, 
2442,1985,9,7,299.76,295.95,79.7,17.34, 
2443,1985,9,8,300.25,295.65,75.97,17.04, 
2444,1985,9,9,300.41,296,76.8,17.4, 
2445,1985,9,10,300.14,296.73,81.55,18.22, 
2446,1985,9,11,300.22,297,82.55,18.5, 
2447,1985,9,12,299.71,296.08,80.55,17.52, 
2448,1985,9,13,298.08,295.9,87.65,17.31, 
2449,1985,9,14,298.81,296.42,86.62,17.87, 
2450,1985,9,15,300.3,296.75,81.15,18.23, 
2451,1985,9,16,300.47,296.9,80.98,18.47, 
2452,1985,9,17,300.61,296.95,80.67,18.53, 
2453,1985,9,18,300.46,296.5,79.1,17.98, 
2454,1985,9,19,300.22,296.45,79.9,17.93, 
2455,1985,9,20,300.67,296.15,76.57,17.61, 
2456,1985,9,21,300.86,296.28,76.4,17.75, 
2457,1985,9,22,300.64,295.98,75.82,17.46, 
2458,1985,9,23,299.93,296.67,82.45,18.24, 
2459,1985,9,24,299.58,296.7,84.3,18.27, 
2460,1985,9,25,299.46,296.83,85.6,18.37, 
2461,1985,9,26,300.3,296.6,80.2,18.09, 
2462,1985,9,27,300.33,295.65,75.68,17.08, 
2463,1985,9,28,299.08,295.67,81.62,17.08, 
2464,1985,9,29,299.54,295.32,77.57,16.71, 
2465,1985,9,30,299.63,296.67,83.9,18.18, 
2466,1985,10,1,299.28,296.85,86.6,18.36, 
2467,1985,10,2,299.59,296.27,82.22,17.72, 
2468,1985,10,3,298.78,296.25,86,17.65, 
2469,1985,10,4,299.29,296.53,84.6,17.88, 
2470,1985,10,5,298.51,295.87,85.5,17.28, 
2471,1985,10,6,298.17,295.85,86.82,17.25, 
2472,1985,10,7,298.05,296.23,89.7,17.7, 
2473,1985,10,8,299.46,296.05,81.68,17.44, 
2474,1985,10,9,299.57,295.65,79.07,16.97, 
2475,1985,10,10,299.9,294.97,74.5,16.31, 
2476,1985,10,11,299.53,294.95,75.8,16.25, 
2477,1985,10,12,299.64,295.12,76.53,16.5, 
2478,1985,10,13,299.55,294.75,74.93,16.08, 
2479,1985,10,14,299.67,295.15,76.17,16.5, 
2480,1985,10,15,299.7,294.33,72.48,15.72, 
2481,1985,10,16,299.58,294.33,72.9,15.71, 
2482,1985,10,17,299,295.08,79.15,16.47, 
2483,1985,10,18,298.62,294.92,80.07,16.3, 
2484,1985,10,19,298.17,294.38,79.62,15.78, 
2485,1985,10,20,298.49,294.65,79.43,16.1, 
2486,1985,10,21,298.25,295.38,84.12,16.82, 
2487,1985,10,22,298.47,295.32,82.65,16.7, 
2488,1985,10,23,298.23,296.24,88.83,17.71, 
2489,1985,10,24,298.27,296.27,88.85,17.78, 
2490,1985,10,25,298.24,295.98,87.35,17.48, 
2491,1985,10,26,297.95,296.31,90.57,17.81, 
2492,1985,10,27,298.14,296.11,88.4,17.55, 
2493,1985,10,28,297.96,295.99,88.88,17.44, 
2494,1985,10,29,297.89,295.81,88.35,17.31, 
2495,1985,10,30,298.08,295.49,85.7,16.97, 
2496,1985,10,31,299.54,295.53,78.58,16.99, 
2497,1985,11,1,299.34,295.45,79.07,16.89, 
2498,1985,11,2,299.42,295.82,80.75,17.32, 
2499,1985,11,3,299.39,296.73,85.35,18.26, 
2500,1985,11,4,298.82,296.22,85.68,17.72, 
2501,1985,11,5,299.29,296.46,84.45,17.95, 
2502,1985,11,6,299.83,297.35,86.3,18.92, 
2503,1985,11,7,299.52,296.23,82.28,17.65, 
2504,1985,11,8,299.84,295.35,76.47,16.73, 
2505,1985,11,9,299.48,295.17,77.07,16.51, 
2506,1985,11,10,298.67,294.41,77.32,15.77, 
2507,1985,11,11,298.33,294.42,79.08,15.82, 
2508,1985,11,12,297.43,294.77,85.22,16.19, 
2509,1985,11,13,297.06,294.84,87.38,16.25, 
2510,1985,11,14,297.14,294.36,84.38,15.77, 
2511,1985,11,15,297.18,294.49,85.1,15.94, 
2512,1985,11,16,298.14,294.86,82.35,16.34, 
2513,1985,11,17,298.74,294.59,77.85,16.09, 
2514,1985,11,18,298.22,295.81,86.48,17.22, 
2515,1985,11,19,298.79,296.52,87.25,17.92, 
2516,1985,11,20,298.23,295.02,82.53,16.4, 
2517,1985,11,21,298.55,294.36,77.73,15.74, 
2518,1985,11,22,298.24,292.32,69.62,13.84, 
2519,1985,11,23,297.84,293.45,76.65,14.87, 
2520,1985,11,24,298.23,293.33,74.4,14.77, 
2521,1985,11,25,297.89,293.7,77.48,15.1, 
2522,1985,11,26,297.64,292.28,72.38,13.86, 
2523,1985,11,27,298.23,292.38,69.95,13.91, 
2524,1985,11,28,298.9,293.71,73.05,15.1, 
2525,1985,11,29,298.22,293.33,74.35,14.73, 
2526,1985,11,30,298.36,293.97,76.6,15.33, 
2527,1985,12,1,298.17,294.97,82.47,16.34, 
2528,1985,12,2,298.62,293.33,72.73,14.77, 
2529,1985,12,3,298.62,292.57,69.12,14.05, 
2530,1985,12,4,298.61,292.98,71.08,14.43, 
2531,1985,12,5,298.26,294.08,77.62,15.46, 
2532,1985,12,6,298.49,294.19,77.15,15.6, 
2533,1985,12,7,298.83,294.15,75.4,15.55, 
2534,1985,12,8,298.23,293.92,77.18,15.34, 
2535,1985,12,9,298.33,294,77.2,15.4, 
2536,1985,12,10,298.37,294.21,77.72,15.56, 
2537,1985,12,11,297.83,293.95,79.22,15.35, 
2538,1985,12,12,297.49,293.76,79.85,15.13, 
2539,1985,12,13,298.36,291.1,64.25,12.83, 
2540,1985,12,14,298.29,292.53,70.35,13.99, 
2541,1985,12,15,297.94,292.52,71.78,13.99, 
2542,1985,12,16,298.04,293.02,73.8,14.42, 
2543,1985,12,17,297.8,293.83,78.6,15.16, 
2544,1985,12,18,298.36,293.87,76.2,15.21, 
2545,1985,12,19,298.12,294.54,80.53,15.85, 
2546,1985,12,20,298.03,294.12,79.1,15.44, 
2547,1985,12,21,298.41,293.26,73.35,14.66, 
2548,1985,12,22,297.79,293.6,77.43,14.96, 
2549,1985,12,23,297.89,293.97,78.88,15.33, 
2550,1985,12,24,298.79,293.38,71.97,14.76, 
2551,1985,12,25,298.04,293.5,75.9,14.88, 
2552,1985,12,26,298.66,293.26,72.15,14.64, 
2553,1985,12,27,298.26,292.65,71.05,14.09, 
2554,1985,12,28,297.97,292.58,71.95,14.02, 
2555,1985,12,29,297.7,293.27,76.52,14.69, 
2556,1985,12,30,297.63,293.01,75.55,14.44, 
2557,1985,12,31,297.14,292.4,74.82,13.89, 
2558,1986,1,1,297.4,293.03,76.55,14.43, 
2559,1986,1,2,297.74,293.66,78.32,15.02, 
2560,1986,1,3,297.62,292.71,74.1,14.16, 
2561,1986,1,4,296.96,293.7,82.18,15.07, 
2562,1986,1,5,297.56,292.88,75.22,14.31, 
2563,1986,1,6,297.97,292.52,71.68,13.98, 
2564,1986,1,7,298.05,292.82,72.75,14.25, 
2565,1986,1,8,297.36,292.74,75.5,14.19, 
2566,1986,1,9,296.5,293.48,83.23,14.83, 
2567,1986,1,10,298.01,291.92,69.1,13.51, 
2568,1986,1,11,297.5,292.58,74.15,14.05, 
2569,1986,1,12,297.96,293.12,74.58,14.55, 
2570,1986,1,13,298.11,293.22,74.3,14.65, 
2571,1986,1,14,297.93,293.61,77.07,15.01, 
2572,1986,1,15,297.15,292.3,74.23,13.8, 
2573,1986,1,16,297.69,292.42,72.5,13.89, 
2574,1986,1,17,297.29,292.27,73.67,13.77, 
2575,1986,1,18,297.68,291.83,69.88,13.41, 
2576,1986,1,19,297.92,291.75,68.7,13.37, 
2577,1986,1,20,297.46,292.07,71.93,13.61, 
2578,1986,1,21,296.85,292.52,76.8,14, 
2579,1986,1,22,297.11,292.22,74.35,13.74, 
2580,1986,1,23,297.35,291.66,70.5,13.26, 
2581,1986,1,24,297.04,292.72,76.82,14.19, 
2582,1986,1,25,297.35,292.15,72.78,13.71, 
2583,1986,1,26,297.05,291.25,70.18,12.97, 
2584,1986,1,27,297.57,291.96,71.03,13.56, 
2585,1986,1,28,297.62,292.62,73.82,14.12, 
2586,1986,1,29,296.26,293.14,82.68,14.57, 
2587,1986,1,30,296.67,292.88,79.38,14.33, 
2588,1986,1,31,296.92,292.62,76.97,14.1, 
2589,1986,2,1,296.93,292.31,75.45,13.8, 
2590,1986,2,2,296.96,291.69,72.43,13.27, 
2591,1986,2,3,296,291.91,78.05,13.5, 
2592,1986,2,4,295.94,292.7,81.9,14.17, 
2593,1986,2,5,296.91,291.01,69.7,12.73, 
2594,1986,2,6,296.7,290.82,69.47,12.55, 
2595,1986,2,7,296.81,291.37,71.6,13.02, 
2596,1986,2,8,297.14,291.78,71.95,13.34, 
2597,1986,2,9,297.06,291.2,69.6,12.86, 
2598,1986,2,10,297,291.71,72.3,13.31, 
2599,1986,2,11,297.37,292.53,74.45,13.98, 
2600,1986,2,12,297.29,291.67,71.22,13.27, 
2601,1986,2,13,297.33,290.77,66.62,12.52, 
2602,1986,2,14,297.29,292.31,73.65,13.8, 
2603,1986,2,15,297.51,292,71.3,13.53, 
2604,1986,2,16,297.21,291.88,72.22,13.44, 
2605,1986,2,17,296.98,292.86,78.03,14.28, 
2606,1986,2,18,297.5,291.63,69.75,13.25, 
2607,1986,2,19,297.08,292.1,73.75,13.68, 
2608,1986,2,20,296.88,292.24,75.35,13.81, 
2609,1986,2,21,297.03,292.65,76.93,14.19, 
2610,1986,2,22,297.3,291.9,72.03,13.51, 
2611,1986,2,23,296.72,290.01,65.92,11.97, 
