,iquitos_persiann, 3.875S, 73.375W, precipitation_amount
3000,1991,3,19,15.35
3001,1991,3,20,9.89
3002,1991,3,21,2.44
3003,1991,3,22,12.71
3004,1991,3,23,2.27
3005,1991,3,24,2.17
3006,1991,3,25,1.44
3007,1991,3,26,29.2
3008,1991,3,27,3.09
3009,1991,3,28,1.4
3010,1991,3,29,0.86
3011,1991,3,30,0
3012,1991,3,31,12.23
3013,1991,4,1,9.81
3014,1991,4,2,3.99
3015,1991,4,3,31
3016,1991,4,4,9.04
3017,1991,4,5,32.46
3018,1991,4,6,0
3019,1991,4,7,0.77
3020,1991,4,8,25.37
3021,1991,4,9,14
3022,1991,4,10,2.01
3023,1991,4,11,5.68
3024,1991,4,12,8.07
3025,1991,4,13,7.04
3026,1991,4,14,13.8
3027,1991,4,15,18.26
3028,1991,4,16,30.85
3029,1991,4,17,6.85
3030,1991,4,18,3.15
3031,1991,4,19,2.33
3032,1991,4,20,14.43
3033,1991,4,21,0
3034,1991,4,22,0
3035,1991,4,23,0
3036,1991,4,24,6.98
3037,1991,4,25,26.65
3038,1991,4,26,1.17
3039,1991,4,27,6.62
3040,1991,4,28,13.66
3041,1991,4,29,22.39
3042,1991,4,30,2.86
3043,1991,5,1,0
3044,1991,5,2,4.75
3045,1991,5,3,4.34
3046,1991,5,4,34.06
3047,1991,5,5,19.48
3048,1991,5,6,13.62
3049,1991,5,7,4.52
3050,1991,5,8,1.85
3051,1991,5,9,2.13
3052,1991,5,10,5.53
3053,1991,5,11,0.98
3054,1991,5,12,1.41
3055,1991,5,13,0
3056,1991,5,14,0
3057,1991,5,15,5.41
3058,1991,5,16,16.86
3059,1991,5,17,1.85
3060,1991,5,18,39.85
3061,1991,5,19,2.51
3062,1991,5,20,0.7
3063,1991,5,21,4.75
3064,1991,5,22,45.93
3065,1991,5,23,13.78
3066,1991,5,24,1.34
3067,1991,5,25,0
3068,1991,5,26,0
3069,1991,5,27,1.44
3070,1991,5,28,12.15
3071,1991,5,29,21.88
3072,1991,5,30,3.39
3073,1991,5,31,6.47
3074,1991,6,1,5.09
3075,1991,6,2,2.34
3076,1991,6,3,9.2
3077,1991,6,4,0
3078,1991,6,5,37.64
3079,1991,6,6,3.79
3080,1991,6,7,34.36
3081,1991,6,8,3.3
3082,1991,6,9,0.68
3083,1991,6,10,0
3084,1991,6,11,0
3085,1991,6,12,0
3086,1991,6,13,0
3087,1991,6,14,0
3088,1991,6,15,1.78
3089,1991,6,16,0
3090,1991,6,17,3.82
3091,1991,6,18,1.59
3092,1991,6,19,1.17
3093,1991,6,20,10.79
3094,1991,6,21,0
3095,1991,6,22,12.15
3096,1991,6,23,6.65
3097,1991,6,24,0.87
3098,1991,6,25,5.44
3099,1991,6,26,0
3100,1991,6,27,0
3101,1991,6,28,28.76
3102,1991,6,29,25.96
3103,1991,6,30,4.9
3104,1991,7,1,0
3105,1991,7,2,0
3106,1991,7,3,0
3107,1991,7,4,0
3108,1991,7,5,0
3109,1991,7,6,0
3110,1991,7,7,0
3111,1991,7,8,22.32
3112,1991,7,9,8.17
3113,1991,7,10,-9999
3114,1991,7,11,5.02
3115,1991,7,12,11.43
3116,1991,7,13,13.17
3117,1991,7,14,35.27
3118,1991,7,15,0
3119,1991,7,16,0
3120,1991,7,17,0
3121,1991,7,18,0
3122,1991,7,19,0
3123,1991,7,20,1.74
3124,1991,7,21,0
3125,1991,7,22,0
3126,1991,7,23,0
3127,1991,7,24,0
3128,1991,7,25,0
3129,1991,7,26,0
3130,1991,7,27,0
3131,1991,7,28,1.91
3132,1991,7,29,0
3133,1991,7,30,24.8
3134,1991,7,31,4.44
3135,1991,8,1,6.84
3136,1991,8,2,8.1
3137,1991,8,3,18.58
3138,1991,8,4,0
3139,1991,8,5,0
3140,1991,8,6,0
3141,1991,8,7,0
3142,1991,8,8,0
3143,1991,8,9,0
3144,1991,8,10,4.28
3145,1991,8,11,0
3146,1991,8,12,13.48
3147,1991,8,13,55.51
3148,1991,8,14,0
3149,1991,8,15,0
3150,1991,8,16,0
3151,1991,8,17,1.69
3152,1991,8,18,1.25
3153,1991,8,19,0
3154,1991,8,20,0
3155,1991,8,21,2.26
3156,1991,8,22,0
3157,1991,8,23,0
3158,1991,8,24,0
3159,1991,8,25,0
3160,1991,8,26,0
3161,1991,8,27,2.67
3162,1991,8,28,9.08
3163,1991,8,29,2.41
3164,1991,8,30,17.31
3165,1991,8,31,21.22
3166,1991,9,1,2.13
3167,1991,9,2,0.7
3168,1991,9,3,0
3169,1991,9,4,1.8
3170,1991,9,5,1.19
3171,1991,9,6,5.24
3172,1991,9,7,16.4
3173,1991,9,8,1.64
3174,1991,9,9,6.17
3175,1991,9,10,0
3176,1991,9,11,0
3177,1991,9,12,0.53
3178,1991,9,13,4.06
3179,1991,9,14,0
3180,1991,9,15,0.94
3181,1991,9,16,4.25
3182,1991,9,17,3.06
3183,1991,9,18,7.01
3184,1991,9,19,19.13
3185,1991,9,20,16.55
3186,1991,9,21,0
3187,1991,9,22,0
3188,1991,9,23,5.45
3189,1991,9,24,2.87
3190,1991,9,25,9.82
3191,1991,9,26,13.44
3192,1991,9,27,16.47
3193,1991,9,28,10.08
3194,1991,9,29,8.79
3195,1991,9,30,2.44
3196,1991,10,1,31.3
3197,1991,10,2,13.75
3198,1991,10,3,24.11
3199,1991,10,4,0
3200,1991,10,5,0.47
3201,1991,10,6,0
3202,1991,10,7,4.37
3203,1991,10,8,34.15
3204,1991,10,9,1.19
3205,1991,10,10,2.6
3206,1991,10,11,0
3207,1991,10,12,3.15
3208,1991,10,13,0
3209,1991,10,14,0
3210,1991,10,15,0
3211,1991,10,16,2.93
3212,1991,10,17,35.78
3213,1991,10,18,16.05
3214,1991,10,19,0.58
3215,1991,10,20,3.23
3216,1991,10,21,1
3217,1991,10,22,7.21
3218,1991,10,23,0
3219,1991,10,24,4.24
3220,1991,10,25,1.18
3221,1991,10,26,23.12
3222,1991,10,27,5.32
3223,1991,10,28,2.41
3224,1991,10,29,0
3225,1991,10,30,0.43
3226,1991,10,31,0.51
3227,1991,11,1,0.74
3228,1991,11,2,3.45
3229,1991,11,3,9.64
3230,1991,11,4,8.21
3231,1991,11,5,8.77
3232,1991,11,6,19.97
3233,1991,11,7,3.98
3234,1991,11,8,32.99
3235,1991,11,9,1.63
3236,1991,11,10,2.06
3237,1991,11,11,1.34
3238,1991,11,12,0.59
3239,1991,11,13,2.56
3240,1991,11,14,38.85
3241,1991,11,15,14.14
3242,1991,11,16,10.48
3243,1991,11,17,5.05
3244,1991,11,18,2.31
3245,1991,11,19,12.56
3246,1991,11,20,1.83
3247,1991,11,21,13.42
3248,1991,11,22,0.68
3249,1991,11,23,0
3250,1991,11,24,0.37
3251,1991,11,25,36.59
3252,1991,11,26,3.01
3253,1991,11,27,-9999
3254,1991,11,28,-9999
3255,1991,11,29,0
3256,1991,11,30,0
3257,1991,12,1,0.43
3258,1991,12,2,1.62
3259,1991,12,3,0
3260,1991,12,4,0
3261,1991,12,5,0
3262,1991,12,6,0
3263,1991,12,7,3.01
3264,1991,12,8,4.62
3265,1991,12,9,1.71
3266,1991,12,10,0
3267,1991,12,11,0
3268,1991,12,12,7.69
3269,1991,12,13,12.45
3270,1991,12,14,6.06
3271,1991,12,15,12.23
3272,1991,12,16,18.25
3273,1991,12,17,6.3
3274,1991,12,18,0.66
3275,1991,12,19,18.12
3276,1991,12,20,6.03
3277,1991,12,21,2.46
3278,1991,12,22,1.83
3279,1991,12,23,0.3
3280,1991,12,24,0
3281,1991,12,25,3.2
3282,1991,12,26,10.8
3283,1991,12,27,5.56
3284,1991,12,28,0.73
3285,1991,12,29,18.5
3286,1991,12,30,4.23
3287,1991,12,31,9.32
3288,1992,1,1,0
3289,1992,1,2,4.33
3290,1992,1,3,0
3291,1992,1,4,42.49
3292,1992,1,5,1.68
3293,1992,1,6,22.13
3294,1992,1,7,0
3295,1992,1,8,1.16
3296,1992,1,9,3.82
3297,1992,1,10,0
3298,1992,1,11,0
3299,1992,1,12,0
3300,1992,1,13,0
3301,1992,1,14,0
3302,1992,1,15,0.69
3303,1992,1,16,0
3304,1992,1,17,27.61
3305,1992,1,18,7.79
3306,1992,1,19,0
3307,1992,1,20,1.74
3308,1992,1,21,13.35
3309,1992,1,22,0
3310,1992,1,23,0
3311,1992,1,24,2
3312,1992,1,25,0
3313,1992,1,26,0.77
3314,1992,1,27,2.66
3315,1992,1,28,0
3316,1992,1,29,0
3317,1992,1,30,0
3318,1992,1,31,7.94
3319,1992,2,1,-9999
3320,1992,2,2,-9999
3321,1992,2,3,-9999
3322,1992,2,4,-9999
3323,1992,2,5,-9999
3324,1992,2,6,-9999
3325,1992,2,7,-9999
3326,1992,2,8,-9999
3327,1992,2,9,-9999
3328,1992,2,10,-9999
3329,1992,2,11,-9999
3330,1992,2,12,-9999
3331,1992,2,13,-9999
3332,1992,2,14,-9999
3333,1992,2,15,-9999
3334,1992,2,16,-9999
3335,1992,2,17,-9999
3336,1992,2,18,-9999
3337,1992,2,19,-9999
3338,1992,2,20,-9999
3339,1992,2,21,-9999
3340,1992,2,22,-9999
3341,1992,2,23,-9999
3342,1992,2,24,-9999
3343,1992,2,25,-9999
3344,1992,2,26,-9999
3345,1992,2,27,-9999
3346,1992,2,28,-9999
3347,1992,2,29,-9999
3348,1992,3,1,1.82
3349,1992,3,2,14.83
3350,1992,3,3,10.21
3351,1992,3,4,14.27
3352,1992,3,5,6.52
3353,1992,3,6,8.36
3354,1992,3,7,1.64
3355,1992,3,8,0.57
3356,1992,3,9,8.16
3357,1992,3,10,6.13
3358,1992,3,11,19.51
3359,1992,3,12,8.98
3360,1992,3,13,3.62
3361,1992,3,14,22.37
3362,1992,3,15,3.25
3363,1992,3,16,2.12
3364,1992,3,17,19.12
3365,1992,3,18,12.79
3366,1992,3,19,1.85
3367,1992,3,20,-9999
3368,1992,3,21,26.78
3369,1992,3,22,25.03
3370,1992,3,23,0
3371,1992,3,24,41.66
3372,1992,3,25,8.92
3373,1992,3,26,0
3374,1992,3,27,0
3375,1992,3,28,34.33
3376,1992,3,29,13.72
3377,1992,3,30,18.65
3378,1992,3,31,0.88
3379,1992,4,1,4.93
3380,1992,4,2,0.49
3381,1992,4,3,21.87
3382,1992,4,4,8.52
3383,1992,4,5,5.36
3384,1992,4,6,11.98
3385,1992,4,7,1
3386,1992,4,8,6.09
3387,1992,4,9,11.44
3388,1992,4,10,7.73
3389,1992,4,11,33.78
3390,1992,4,12,0.56
3391,1992,4,13,1.8
3392,1992,4,14,9.12
3393,1992,4,15,10.17
3394,1992,4,16,4.78
3395,1992,4,17,2.29
3396,1992,4,18,1.73
3397,1992,4,19,2.22
3398,1992,4,20,2.58
3399,1992,4,21,2.58
3400,1992,4,22,45.28
3401,1992,4,23,5.65
3402,1992,4,24,27.61
3403,1992,4,25,3.02
3404,1992,4,26,9.94
3405,1992,4,27,6.16
3406,1992,4,28,1.76
3407,1992,4,29,0.4
3408,1992,4,30,0
3409,1992,5,1,1.06
3410,1992,5,2,22.72
3411,1992,5,3,6.66
3412,1992,5,4,30.7
3413,1992,5,5,9.58
3414,1992,5,6,7.98
3415,1992,5,7,8.53
3416,1992,5,8,0.47
3417,1992,5,9,0
3418,1992,5,10,0
3419,1992,5,11,9.09
3420,1992,5,12,2.19
3421,1992,5,13,15.52
3422,1992,5,14,2.92
3423,1992,5,15,0
3424,1992,5,16,11.11
3425,1992,5,17,2.61
3426,1992,5,18,0
3427,1992,5,19,10.34
3428,1992,5,20,16.25
3429,1992,5,21,5.59
3430,1992,5,22,3.88
3431,1992,5,23,0
3432,1992,5,24,3.06
3433,1992,5,25,2.85
3434,1992,5,26,2.13
3435,1992,5,27,0
3436,1992,5,28,2.92
3437,1992,5,29,0
3438,1992,5,30,1.07
3439,1992,5,31,2.5
3440,1992,6,1,2.11
3441,1992,6,2,5.24
3442,1992,6,3,9.62
3443,1992,6,4,3.39
3444,1992,6,5,32.25
3445,1992,6,6,0
3446,1992,6,7,49.94
3447,1992,6,8,1.65
3448,1992,6,9,0
3449,1992,6,10,14.17
3450,1992,6,11,5.17
3451,1992,6,12,13.55
3452,1992,6,13,0
3453,1992,6,14,2.76
3454,1992,6,15,10.47
3455,1992,6,16,0
3456,1992,6,17,3.02
3457,1992,6,18,0
3458,1992,6,19,0
3459,1992,6,20,3.21
3460,1992,6,21,0
3461,1992,6,22,5.49
3462,1992,6,23,0
3463,1992,6,24,5.57
3464,1992,6,25,6.71
3465,1992,6,26,2.1
3466,1992,6,27,5.28
3467,1992,6,28,5.23
3468,1992,6,29,15
3469,1992,6,30,0
3470,1992,7,1,0
3471,1992,7,2,5.08
3472,1992,7,3,13.8
3473,1992,7,4,8.57
3474,1992,7,5,2.32
3475,1992,7,6,3.63
3476,1992,7,7,19.1
3477,1992,7,8,1.95
3478,1992,7,9,0
3479,1992,7,10,0
3480,1992,7,11,0
3481,1992,7,12,0
3482,1992,7,13,5.43
3483,1992,7,14,31.51
3484,1992,7,15,48.49
3485,1992,7,16,8.14
3486,1992,7,17,36.53
3487,1992,7,18,0
3488,1992,7,19,0
3489,1992,7,20,0
3490,1992,7,21,0
3491,1992,7,22,0
3492,1992,7,23,0
3493,1992,7,24,0
3494,1992,7,25,0
3495,1992,7,26,0
3496,1992,7,27,0
3497,1992,7,28,0
3498,1992,7,29,0
3499,1992,7,30,0
3500,1992,7,31,0
3501,1992,8,1,0
3502,1992,8,2,2.15
3503,1992,8,3,1.41
3504,1992,8,4,0
3505,1992,8,5,0
3506,1992,8,6,0
3507,1992,8,7,0
3508,1992,8,8,3.66
3509,1992,8,9,19.33
3510,1992,8,10,0
3511,1992,8,11,5.9
3512,1992,8,12,13.98
3513,1992,8,13,11.47
3514,1992,8,14,24.71
3515,1992,8,15,3.74
3516,1992,8,16,0
3517,1992,8,17,9.67
3518,1992,8,18,21.72
3519,1992,8,19,1.22
3520,1992,8,20,14.56
3521,1992,8,21,17.1
3522,1992,8,22,16.76
3523,1992,8,23,1.17
3524,1992,8,24,4.15
3525,1992,8,25,1.78
3526,1992,8,26,0
3527,1992,8,27,0
3528,1992,8,28,3.62
3529,1992,8,29,0
3530,1992,8,30,1.6
3531,1992,8,31,5.93
3532,1992,9,1,19.78
3533,1992,9,2,9.4
3534,1992,9,3,5.35
3535,1992,9,4,6.1
3536,1992,9,5,0.72
3537,1992,9,6,0
3538,1992,9,7,2.04
3539,1992,9,8,10.59
3540,1992,9,9,0
3541,1992,9,10,0
3542,1992,9,11,4.32
3543,1992,9,12,4.36
3544,1992,9,13,3.44
3545,1992,9,14,7.97
3546,1992,9,15,3.34
3547,1992,9,16,11.8
3548,1992,9,17,0.87
3549,1992,9,18,7.78
3550,1992,9,19,13.26
3551,1992,9,20,5.59
3552,1992,9,21,1
3553,1992,9,22,4.94
3554,1992,9,23,4.4
3555,1992,9,24,10.54
3556,1992,9,25,5.11
3557,1992,9,26,18.65
3558,1992,9,27,7.84
3559,1992,9,28,0.62
3560,1992,9,29,4.33
3561,1992,9,30,1.11
3562,1992,10,1,13.24
3563,1992,10,2,11.07
3564,1992,10,3,22.85
3565,1992,10,4,14.1
3566,1992,10,5,7.87
3567,1992,10,6,1.4
3568,1992,10,7,0.42
3569,1992,10,8,9.81
3570,1992,10,9,1.23
3571,1992,10,10,1.58
3572,1992,10,11,4.74
3573,1992,10,12,7.76
3574,1992,10,13,8.8
3575,1992,10,14,14.37
3576,1992,10,15,6.92
3577,1992,10,16,0
3578,1992,10,17,1.24
3579,1992,10,18,18.19
3580,1992,10,19,1.19
3581,1992,10,20,8.31
3582,1992,10,21,0
3583,1992,10,22,2.68
3584,1992,10,23,4.81
3585,1992,10,24,0.64
3586,1992,10,25,7.36
3587,1992,10,26,1.25
3588,1992,10,27,0
3589,1992,10,28,5.74
3590,1992,10,29,7.56
3591,1992,10,30,16.44
3592,1992,10,31,19.82
3593,1992,11,1,6.07
3594,1992,11,2,1.02
3595,1992,11,3,6.37
3596,1992,11,4,7.4
3597,1992,11,5,14.1
3598,1992,11,6,1.63
3599,1992,11,7,0.37
3600,1992,11,8,0
3601,1992,11,9,10.26
3602,1992,11,10,14.67
3603,1992,11,11,2.77
3604,1992,11,12,12
3605,1992,11,13,5.04
3606,1992,11,14,4.62
3607,1992,11,15,1.04
3608,1992,11,16,7.17
3609,1992,11,17,6.59
3610,1992,11,18,13.05
3611,1992,11,19,9.08
3612,1992,11,20,0
3613,1992,11,21,20.23
3614,1992,11,22,7.08
3615,1992,11,23,9.52
3616,1992,11,24,4.5
3617,1992,11,25,31.65
3618,1992,11,26,3.06
3619,1992,11,27,17.25
3620,1992,11,28,5.77
3621,1992,11,29,4.87
3622,1992,11,30,3.37
3623,1992,12,1,16.09
3624,1992,12,2,9.84
3625,1992,12,3,27.56
3626,1992,12,4,8.1
3627,1992,12,5,0
3628,1992,12,6,7.23
3629,1992,12,7,9.4
3630,1992,12,8,35.68
3631,1992,12,9,8.18
3632,1992,12,10,7.46
3633,1992,12,11,7.04
3634,1992,12,12,24.88
3635,1992,12,13,13.47
3636,1992,12,14,4.64
3637,1992,12,15,3.56
3638,1992,12,16,18.01
3639,1992,12,17,9.05
3640,1992,12,18,8.6
3641,1992,12,19,12.31
3642,1992,12,20,4.72
3643,1992,12,21,0.52
3644,1992,12,22,1.57
3645,1992,12,23,4.91
3646,1992,12,24,5.39
3647,1992,12,25,0
3648,1992,12,26,8.1
3649,1992,12,27,2.67
3650,1992,12,28,0
3651,1992,12,29,0
3652,1992,12,30,0
3653,1992,12,31,0
3654,1993,1,1,21.18
3655,1993,1,2,3.4
3656,1993,1,3,0.78
3657,1993,1,4,0
3658,1993,1,5,9.94
3659,1993,1,6,25.33
3660,1993,1,7,23.94
3661,1993,1,8,10.68
3662,1993,1,9,2.26
3663,1993,1,10,4.59
3664,1993,1,11,0
3665,1993,1,12,0
3666,1993,1,13,1.03
3667,1993,1,14,11.61
3668,1993,1,15,40.28
3669,1993,1,16,2.43
3670,1993,1,17,9.63
3671,1993,1,18,3.92
3672,1993,1,19,39.65
3673,1993,1,20,11.9
3674,1993,1,21,9.16
3675,1993,1,22,3.08
3676,1993,1,23,5.08
3677,1993,1,24,17.91
3678,1993,1,25,42.59
3679,1993,1,26,6.54
3680,1993,1,27,20.53
3681,1993,1,28,1.7
3682,1993,1,29,0.62
3683,1993,1,30,36.35
3684,1993,1,31,27.83
3685,1993,2,1,1.14
3686,1993,2,2,-9999
3687,1993,2,3,-9999
3688,1993,2,4,-9999
3689,1993,2,5,1.24
3690,1993,2,6,11.54
3691,1993,2,7,9.73
3692,1993,2,8,3.31
3693,1993,2,9,5.13
3694,1993,2,10,5.99
3695,1993,2,11,1.95
3696,1993,2,12,2.44
3697,1993,2,13,0
3698,1993,2,14,0.64
3699,1993,2,15,57.34
3700,1993,2,16,13.49
3701,1993,2,17,0.81
3702,1993,2,18,0
3703,1993,2,19,0.47
3704,1993,2,20,16.96
3705,1993,2,21,20.93
3706,1993,2,22,7.82
3707,1993,2,23,1.72
3708,1993,2,24,0.63
3709,1993,2,25,-9999
3710,1993,2,26,-9999
3711,1993,2,27,-9999
3712,1993,2,28,-9999
3713,1993,3,1,-9999
3714,1993,3,2,-9999
3715,1993,3,3,-9999
3716,1993,3,4,-9999
3717,1993,3,5,-9999
3718,1993,3,6,7.43
3719,1993,3,7,4.69
3720,1993,3,8,11.57
3721,1993,3,9,6.97
3722,1993,3,10,4.84
3723,1993,3,11,0
3724,1993,3,12,7.16
3725,1993,3,13,30.58
3726,1993,3,14,5.98
3727,1993,3,15,8.61
3728,1993,3,16,6.04
3729,1993,3,17,11.5
3730,1993,3,18,3.63
3731,1993,3,19,10.24
3732,1993,3,20,6.05
3733,1993,3,21,5.31
3734,1993,3,22,13.53
3735,1993,3,23,7.41
3736,1993,3,24,27.89
3737,1993,3,25,0.55
3738,1993,3,26,2.2
3739,1993,3,27,25.73
3740,1993,3,28,8.05
3741,1993,3,29,0
3742,1993,3,30,1.28
3743,1993,3,31,41.15
3744,1993,4,1,20.18
3745,1993,4,2,4.54
3746,1993,4,3,3.43
3747,1993,4,4,5.26
3748,1993,4,5,7.05
3749,1993,4,6,7.47
3750,1993,4,7,31.77
3751,1993,4,8,10.5
3752,1993,4,9,8.92
3753,1993,4,10,5.2
3754,1993,4,11,0.53
3755,1993,4,12,2.58
3756,1993,4,13,22.8
3757,1993,4,14,1.55
3758,1993,4,15,3.68
3759,1993,4,16,7.65
3760,1993,4,17,49.4
3761,1993,4,18,0
3762,1993,4,19,4.61
3763,1993,4,20,4.63
3764,1993,4,21,3.25
3765,1993,4,22,17.8
3766,1993,4,23,0
3767,1993,4,24,0
3768,1993,4,25,23.41
3769,1993,4,26,0.42
3770,1993,4,27,36.35
3771,1993,4,28,3.37
3772,1993,4,29,2.33
3773,1993,4,30,21.24
3774,1993,5,1,18.21
3775,1993,5,2,6.28
3776,1993,5,3,0
3777,1993,5,4,0
3778,1993,5,5,-9999
3779,1993,5,6,-9999
3780,1993,5,7,0
3781,1993,5,8,11.57
3782,1993,5,9,14.74
3783,1993,5,10,0.94
3784,1993,5,11,0
3785,1993,5,12,1.51
3786,1993,5,13,5.77
3787,1993,5,14,6.81
3788,1993,5,15,2.52
3789,1993,5,16,41.94
3790,1993,5,17,0.78
3791,1993,5,18,0
3792,1993,5,19,0
3793,1993,5,20,4.91
3794,1993,5,21,0.82
3795,1993,5,22,20.79
3796,1993,5,23,1.22
3797,1993,5,24,2.2
3798,1993,5,25,22.58
3799,1993,5,26,3.08
3800,1993,5,27,4.06
3801,1993,5,28,2.63
3802,1993,5,29,6.61
3803,1993,5,30,0
3804,1993,5,31,0
3805,1993,6,1,0
3806,1993,6,2,12.83
3807,1993,6,3,5.54
3808,1993,6,4,0
3809,1993,6,5,0
3810,1993,6,6,16.63
3811,1993,6,7,1.04
3812,1993,6,8,2.03
3813,1993,6,9,7.58
3814,1993,6,10,19.01
3815,1993,6,11,0
3816,1993,6,12,0
3817,1993,6,13,0
3818,1993,6,14,0
3819,1993,6,15,2.08
3820,1993,6,16,0
3821,1993,6,17,18.23
3822,1993,6,18,0
3823,1993,6,19,1.21
3824,1993,6,20,0
3825,1993,6,21,0
3826,1993,6,22,0
3827,1993,6,23,0
3828,1993,6,24,7.16
3829,1993,6,25,15.99
3830,1993,6,26,3.92
3831,1993,6,27,0
3832,1993,6,28,0
3833,1993,6,29,15.74
3834,1993,6,30,17.17
3835,1993,7,1,2.02
3836,1993,7,2,1.42
3837,1993,7,3,26.7
3838,1993,7,4,6.76
3839,1993,7,5,3.33
3840,1993,7,6,2.67
3841,1993,7,7,0
3842,1993,7,8,0
3843,1993,7,9,0
3844,1993,7,10,0
3845,1993,7,11,0
3846,1993,7,12,2.54
3847,1993,7,13,29.87
3848,1993,7,14,3.51
3849,1993,7,15,0
3850,1993,7,16,0
3851,1993,7,17,0
3852,1993,7,18,0
3853,1993,7,19,0
3854,1993,7,20,7.21
3855,1993,7,21,0.95
3856,1993,7,22,33.98
3857,1993,7,23,1.94
3858,1993,7,24,18.27
3859,1993,7,25,7.82
3860,1993,7,26,2.18
3861,1993,7,27,0
3862,1993,7,28,1.24
3863,1993,7,29,15.64
3864,1993,7,30,5.15
3865,1993,7,31,41.43
3866,1993,8,1,0
3867,1993,8,2,0
3868,1993,8,3,0
3869,1993,8,4,0
3870,1993,8,5,0
3871,1993,8,6,0
3872,1993,8,7,1.25
3873,1993,8,8,4.88
3874,1993,8,9,0.78
3875,1993,8,10,13.62
3876,1993,8,11,13.46
3877,1993,8,12,6.52
3878,1993,8,13,0
3879,1993,8,14,0
3880,1993,8,15,0
3881,1993,8,16,0.83
3882,1993,8,17,10.81
3883,1993,8,18,11.39
3884,1993,8,19,3.75
3885,1993,8,20,12.9
3886,1993,8,21,4.57
3887,1993,8,22,0
3888,1993,8,23,2.53
3889,1993,8,24,1.46
3890,1993,8,25,-9999
3891,1993,8,26,3.79
3892,1993,8,27,1.53
3893,1993,8,28,12.32
3894,1993,8,29,14.52
3895,1993,8,30,1.18
3896,1993,8,31,3.43
3897,1993,9,1,2.61
3898,1993,9,2,17.18
3899,1993,9,3,6.05
3900,1993,9,4,1.16
3901,1993,9,5,2.81
3902,1993,9,6,0.42
3903,1993,9,7,0.92
3904,1993,9,8,0
3905,1993,9,9,16.82
3906,1993,9,10,14.65
3907,1993,9,11,2.06
3908,1993,9,12,4.84
3909,1993,9,13,1.95
3910,1993,9,14,7.65
3911,1993,9,15,2.42
3912,1993,9,16,2.16
3913,1993,9,17,5.78
3914,1993,9,18,0
3915,1993,9,19,6.8
3916,1993,9,20,0.55
3917,1993,9,21,7.76
3918,1993,9,22,4.7
3919,1993,9,23,7.69
3920,1993,9,24,3.18
3921,1993,9,25,20.64
3922,1993,9,26,3.06
3923,1993,9,27,0
3924,1993,9,28,0
3925,1993,9,29,0
3926,1993,9,30,21.07
3927,1993,10,1,7.02
3928,1993,10,2,2.36
3929,1993,10,3,3.79
3930,1993,10,4,0.79
3931,1993,10,5,0
3932,1993,10,6,29.28
3933,1993,10,7,0
3934,1993,10,8,0
3935,1993,10,9,1.93
3936,1993,10,10,2.48
3937,1993,10,11,0.51
3938,1993,10,12,0
3939,1993,10,13,12.59
3940,1993,10,14,14.77
3941,1993,10,15,1.08
3942,1993,10,16,12.87
3943,1993,10,17,0.76
3944,1993,10,18,16.33
3945,1993,10,19,16.31
3946,1993,10,20,26.76
3947,1993,10,21,2.48
3948,1993,10,22,7.11
3949,1993,10,23,8.25
3950,1993,10,24,20.32
3951,1993,10,25,2.01
3952,1993,10,26,4.92
3953,1993,10,27,7.99
3954,1993,10,28,21.73
3955,1993,10,29,0
3956,1993,10,30,3.29
3957,1993,10,31,23.12
3958,1993,11,1,11.91
3959,1993,11,2,35.11
3960,1993,11,3,5.69
3961,1993,11,4,0
3962,1993,11,5,0
3963,1993,11,6,0
3964,1993,11,7,5.84
3965,1993,11,8,26.53
3966,1993,11,9,21.03
3967,1993,11,10,6.2
3968,1993,11,11,11.04
3969,1993,11,12,0.39
3970,1993,11,13,34.23
3971,1993,11,14,0.94
3972,1993,11,15,9.12
3973,1993,11,16,12.4
3974,1993,11,17,26.59
3975,1993,11,18,12.25
3976,1993,11,19,12.38
3977,1993,11,20,12.69
3978,1993,11,21,2.11
3979,1993,11,22,5.9
3980,1993,11,23,20.9
3981,1993,11,24,11.22
3982,1993,11,25,18.45
3983,1993,11,26,0.47
3984,1993,11,27,0
3985,1993,11,28,62.73
3986,1993,11,29,2.43
3987,1993,11,30,0.41
3988,1993,12,1,0
3989,1993,12,2,17.78
3990,1993,12,3,6.21
3991,1993,12,4,2.96
3992,1993,12,5,2.9
3993,1993,12,6,12.91
3994,1993,12,7,8.09
3995,1993,12,8,11.75
3996,1993,12,9,5.75
3997,1993,12,10,0
3998,1993,12,11,9.51
3999,1993,12,12,10.08
4000,1993,12,13,1
4001,1993,12,14,20.03
4002,1993,12,15,13.21
4003,1993,12,16,15.03
4004,1993,12,17,19.8
4005,1993,12,18,23.17
4006,1993,12,19,29.31
4007,1993,12,20,7.41
4008,1993,12,21,1.43
4009,1993,12,22,6.26
4010,1993,12,23,0
4011,1993,12,24,19.31
4012,1993,12,25,1.5
4013,1993,12,26,23.16
4014,1993,12,27,0
4015,1993,12,28,0.44
4016,1993,12,29,0
4017,1993,12,30,0
4018,1993,12,31,3.54
4019,1994,1,1,1.6
4020,1994,1,2,0.42
4021,1994,1,3,0
4022,1994,1,4,1.73
4023,1994,1,5,15.38
4024,1994,1,6,8.02
4025,1994,1,7,2.31
4026,1994,1,8,0
4027,1994,1,9,1.05
4028,1994,1,10,9.86
4029,1994,1,11,40.99
4030,1994,1,12,10.09
4031,1994,1,13,1.07
