,san_juan_persiann, 18.375N, 66.125W, precipitation_amount
2866,1990,11,5,18.28
2867,1990,11,6,13.61
2868,1990,11,7,5.37
2869,1990,11,8,0
2870,1990,11,9,0
2871,1990,11,10,0
2872,1990,11,11,0
2873,1990,11,12,1.02
2874,1990,11,13,0
2875,1990,11,14,0
2876,1990,11,15,0
2877,1990,11,16,2.09
2878,1990,11,17,0
2879,1990,11,18,0
2880,1990,11,19,17.95
2881,1990,11,20,16.23
2882,1990,11,21,0
2883,1990,11,22,1.37
2884,1990,11,23,0
2885,1990,11,24,0
2886,1990,11,25,13.74
2887,1990,11,26,2.27
2888,1990,11,27,7.44
2889,1990,11,28,1.16
2890,1990,11,29,0
2891,1990,11,30,1.36
2892,1990,12,1,0
2893,1990,12,2,0
2894,1990,12,3,0
2895,1990,12,4,0
2896,1990,12,5,0
2897,1990,12,6,0
2898,1990,12,7,0
2899,1990,12,8,0
2900,1990,12,9,0
2901,1990,12,10,0
2902,1990,12,11,0
2903,1990,12,12,-9999
2904,1990,12,13,0
2905,1990,12,14,0
2906,1990,12,15,52.45
2907,1990,12,16,0
2908,1990,12,17,0
2909,1990,12,18,0
2910,1990,12,19,0
2911,1990,12,20,0
2912,1990,12,21,0
2913,1990,12,22,0
2914,1990,12,23,0
2915,1990,12,24,0
2916,1990,12,25,0
2917,1990,12,26,0
2918,1990,12,27,0
2919,1990,12,28,44.1
2920,1990,12,29,54.38
2921,1990,12,30,7.52
2922,1990,12,31,0
2923,1991,1,1,15.85
2924,1991,1,2,0
2925,1991,1,3,0
2926,1991,1,4,0
2927,1991,1,5,0
2928,1991,1,6,0
2929,1991,1,7,0
2930,1991,1,8,0
2931,1991,1,9,0
2932,1991,1,10,0
2933,1991,1,11,0
2934,1991,1,12,0
2935,1991,1,13,0
2936,1991,1,14,0
2937,1991,1,15,0
2938,1991,1,16,0
2939,1991,1,17,0
2940,1991,1,18,0
2941,1991,1,19,0
2942,1991,1,20,0
2943,1991,1,21,0
2944,1991,1,22,0
2945,1991,1,23,-9999
2946,1991,1,24,-9999
2947,1991,1,25,0
2948,1991,1,26,0
2949,1991,1,27,0
2950,1991,1,28,0
2951,1991,1,29,0
2952,1991,1,30,0
2953,1991,1,31,0
2954,1991,2,1,0
2955,1991,2,2,0
2956,1991,2,3,0
2957,1991,2,4,0
2958,1991,2,5,7
2959,1991,2,6,11.05
2960,1991,2,7,0
2961,1991,2,8,0
2962,1991,2,9,0
2963,1991,2,10,0
2964,1991,2,11,0
2965,1991,2,12,0
2966,1991,2,13,0
2967,1991,2,14,0
2968,1991,2,15,0
2969,1991,2,16,0
2970,1991,2,17,0
2971,1991,2,18,0
2972,1991,2,19,15
2973,1991,2,20,16.79
2974,1991,2,21,0
2975,1991,2,22,0
2976,1991,2,23,0
2977,1991,2,24,0
2978,1991,2,25,0
2979,1991,2,26,0
2980,1991,2,27,0
2981,1991,2,28,0
2982,1991,3,1,0
2983,1991,3,2,0
2984,1991,3,3,0
2985,1991,3,4,0
2986,1991,3,5,0
2987,1991,3,6,0
2988,1991,3,7,0
2989,1991,3,8,0
2990,1991,3,9,0
2991,1991,3,10,0
2992,1991,3,11,0
2993,1991,3,12,0
2994,1991,3,13,0
2995,1991,3,14,0
2996,1991,3,15,0
2997,1991,3,16,0
2998,1991,3,17,0
2999,1991,3,18,0
3000,1991,3,19,0
3001,1991,3,20,0
3002,1991,3,21,0
3003,1991,3,22,0
3004,1991,3,23,0
3005,1991,3,24,0
3006,1991,3,25,0
3007,1991,3,26,12.92
3008,1991,3,27,0
3009,1991,3,28,0
3010,1991,3,29,0
3011,1991,3,30,0
3012,1991,3,31,0
3013,1991,4,1,0
3014,1991,4,2,0
3015,1991,4,3,0
3016,1991,4,4,6
3017,1991,4,5,0
3018,1991,4,6,0
3019,1991,4,7,0
3020,1991,4,8,0
3021,1991,4,9,0
3022,1991,4,10,0
3023,1991,4,11,0
3024,1991,4,12,0
3025,1991,4,13,0
3026,1991,4,14,0
3027,1991,4,15,44.57
3028,1991,4,16,17.38
3029,1991,4,17,0
3030,1991,4,18,0
3031,1991,4,19,0
3032,1991,4,20,0
3033,1991,4,21,0
3034,1991,4,22,15.34
3035,1991,4,23,0
3036,1991,4,24,0
3037,1991,4,25,0
3038,1991,4,26,0
3039,1991,4,27,0
3040,1991,4,28,0
3041,1991,4,29,0
3042,1991,4,30,0
3043,1991,5,1,1.52
3044,1991,5,2,0
3045,1991,5,3,2.31
3046,1991,5,4,24.39
3047,1991,5,5,7.16
3048,1991,5,6,0
3049,1991,5,7,0
3050,1991,5,8,0
3051,1991,5,9,0
3052,1991,5,10,0
3053,1991,5,11,0
3054,1991,5,12,0
3055,1991,5,13,4.16
3056,1991,5,14,2.42
3057,1991,5,15,5.82
3058,1991,5,16,23.38
3059,1991,5,17,11.19
3060,1991,5,18,4.47
3061,1991,5,19,2.44
3062,1991,5,20,1.44
3063,1991,5,21,0
3064,1991,5,22,1.43
3065,1991,5,23,2.01
3066,1991,5,24,1.28
3067,1991,5,25,44.79
3068,1991,5,26,5.86
3069,1991,5,27,0
3070,1991,5,28,0
3071,1991,5,29,0
3072,1991,5,30,0
3073,1991,5,31,3.84
3074,1991,6,1,0
3075,1991,6,2,2.67
3076,1991,6,3,1.57
3077,1991,6,4,4.69
3078,1991,6,5,0
3079,1991,6,6,0
3080,1991,6,7,0
3081,1991,6,8,1.4
3082,1991,6,9,0
3083,1991,6,10,0
3084,1991,6,11,0
3085,1991,6,12,0
3086,1991,6,13,0
3087,1991,6,14,29.96
3088,1991,6,15,8.16
3089,1991,6,16,6.13
3090,1991,6,17,0
3091,1991,6,18,3.04
3092,1991,6,19,2.34
3093,1991,6,20,8.06
3094,1991,6,21,16.94
3095,1991,6,22,36.73
3096,1991,6,23,6.65
3097,1991,6,24,0
3098,1991,6,25,2.13
3099,1991,6,26,0
3100,1991,6,27,0
3101,1991,6,28,0
3102,1991,6,29,4.87
3103,1991,6,30,11.38
3104,1991,7,1,8.32
3105,1991,7,2,0
3106,1991,7,3,6.13
3107,1991,7,4,0
3108,1991,7,5,0
3109,1991,7,6,0
3110,1991,7,7,0
3111,1991,7,8,0
3112,1991,7,9,0
3113,1991,7,10,-9999
3114,1991,7,11,0
3115,1991,7,12,0
3116,1991,7,13,0
3117,1991,7,14,0
3118,1991,7,15,29.67
3119,1991,7,16,35.15
3120,1991,7,17,5.25
3121,1991,7,18,6.1
3122,1991,7,19,7.2
3123,1991,7,20,1.41
3124,1991,7,21,1.47
3125,1991,7,22,0
3126,1991,7,23,0
3127,1991,7,24,6.52
3128,1991,7,25,0
3129,1991,7,26,0
3130,1991,7,27,0
3131,1991,7,28,40.51
3132,1991,7,29,1.38
3133,1991,7,30,7.61
3134,1991,7,31,0
3135,1991,8,1,3.33
3136,1991,8,2,0
3137,1991,8,3,0
3138,1991,8,4,2.35
3139,1991,8,5,0
3140,1991,8,6,0
3141,1991,8,7,0
3142,1991,8,8,0
3143,1991,8,9,0
3144,1991,8,10,0
3145,1991,8,11,0
3146,1991,8,12,0
3147,1991,8,13,0
3148,1991,8,14,9.99
3149,1991,8,15,9.89
3150,1991,8,16,14.32
3151,1991,8,17,12.63
3152,1991,8,18,0.79
3153,1991,8,19,4.26
3154,1991,8,20,1.98
3155,1991,8,21,14.9
3156,1991,8,22,34.93
3157,1991,8,23,1.6
3158,1991,8,24,0
3159,1991,8,25,1.79
3160,1991,8,26,0
3161,1991,8,27,24.99
3162,1991,8,28,23.64
3163,1991,8,29,14.28
3164,1991,8,30,0
3165,1991,8,31,0
3166,1991,9,1,0.62
3167,1991,9,2,2.37
3168,1991,9,3,0
3169,1991,9,4,0
3170,1991,9,5,0
3171,1991,9,6,1.95
3172,1991,9,7,13.73
3173,1991,9,8,0.57
3174,1991,9,9,17.31
3175,1991,9,10,1.74
3176,1991,9,11,0.77
3177,1991,9,12,12.32
3178,1991,9,13,0
3179,1991,9,14,1.49
3180,1991,9,15,8.4
3181,1991,9,16,4.81
3182,1991,9,17,12.45
3183,1991,9,18,2.81
3184,1991,9,19,3.77
3185,1991,9,20,1.2
3186,1991,9,21,9.59
3187,1991,9,22,15.46
3188,1991,9,23,28.27
3189,1991,9,24,4.02
3190,1991,9,25,0
3191,1991,9,26,0
3192,1991,9,27,0.55
3193,1991,9,28,0
3194,1991,9,29,6.67
3195,1991,9,30,20.44
3196,1991,10,1,17.17
3197,1991,10,2,13.07
3198,1991,10,3,1.86
3199,1991,10,4,0
3200,1991,10,5,0
3201,1991,10,6,0
3202,1991,10,7,0
3203,1991,10,8,0.99
3204,1991,10,9,2.3
3205,1991,10,10,0
3206,1991,10,11,0
3207,1991,10,12,0
3208,1991,10,13,0
3209,1991,10,14,0
3210,1991,10,15,1.34
3211,1991,10,16,8.35
3212,1991,10,17,0
3213,1991,10,18,13.84
3214,1991,10,19,4.02
3215,1991,10,20,14.43
3216,1991,10,21,8.26
3217,1991,10,22,0.95
3218,1991,10,23,12.81
3219,1991,10,24,12.54
3220,1991,10,25,18.3
3221,1991,10,26,6.94
3222,1991,10,27,1.72
3223,1991,10,28,19.35
3224,1991,10,29,14.28
3225,1991,10,30,15.65
3226,1991,10,31,10.18
3227,1991,11,1,2.81
3228,1991,11,2,0
3229,1991,11,3,0
3230,1991,11,4,0
3231,1991,11,5,0
3232,1991,11,6,10.48
3233,1991,11,7,16.57
3234,1991,11,8,39.4
3235,1991,11,9,12.28
3236,1991,11,10,0
3237,1991,11,11,0
3238,1991,11,12,0
3239,1991,11,13,0
3240,1991,11,14,0
3241,1991,11,15,0
3242,1991,11,16,0
3243,1991,11,17,0
3244,1991,11,18,0
3245,1991,11,19,0
3246,1991,11,20,0
3247,1991,11,21,5.07
3248,1991,11,22,12.12
3249,1991,11,23,9.03
3250,1991,11,24,9.12
3251,1991,11,25,0
3252,1991,11,26,0
3253,1991,11,27,-9999
3254,1991,11,28,-9999
3255,1991,11,29,0
3256,1991,11,30,0
3257,1991,12,1,0
3258,1991,12,2,0
3259,1991,12,3,0
3260,1991,12,4,0
3261,1991,12,5,0
3262,1991,12,6,0
3263,1991,12,7,0
3264,1991,12,8,0
3265,1991,12,9,0
3266,1991,12,10,0
3267,1991,12,11,0
3268,1991,12,12,0
3269,1991,12,13,0
3270,1991,12,14,0
3271,1991,12,15,0
3272,1991,12,16,0
3273,1991,12,17,0
3274,1991,12,18,0
3275,1991,12,19,0
3276,1991,12,20,0
3277,1991,12,21,0
3278,1991,12,22,0
3279,1991,12,23,0
3280,1991,12,24,0
3281,1991,12,25,0
3282,1991,12,26,0
3283,1991,12,27,0
3284,1991,12,28,0
3285,1991,12,29,0
3286,1991,12,30,0
3287,1991,12,31,0
3288,1992,1,1,6.19
3289,1992,1,2,0
3290,1992,1,3,0
3291,1992,1,4,5.24
3292,1992,1,5,59.05
3293,1992,1,6,130.37
3294,1992,1,7,3.12
3295,1992,1,8,0
3296,1992,1,9,0
3297,1992,1,10,0
3298,1992,1,11,0
3299,1992,1,12,0
3300,1992,1,13,0
3301,1992,1,14,0
3302,1992,1,15,0
3303,1992,1,16,0
3304,1992,1,17,0
3305,1992,1,18,0
3306,1992,1,19,0
3307,1992,1,20,0
3308,1992,1,21,0
3309,1992,1,22,0
3310,1992,1,23,0
3311,1992,1,24,0
3312,1992,1,25,0
3313,1992,1,26,0
3314,1992,1,27,0
3315,1992,1,28,0
3316,1992,1,29,0
3317,1992,1,30,0
3318,1992,1,31,0
3319,1992,2,1,-9999
3320,1992,2,2,-9999
3321,1992,2,3,-9999
3322,1992,2,4,-9999
3323,1992,2,5,-9999
3324,1992,2,6,-9999
3325,1992,2,7,-9999
3326,1992,2,8,-9999
3327,1992,2,9,-9999
3328,1992,2,10,-9999
3329,1992,2,11,-9999
3330,1992,2,12,-9999
3331,1992,2,13,-9999
3332,1992,2,14,-9999
3333,1992,2,15,-9999
3334,1992,2,16,-9999
3335,1992,2,17,-9999
3336,1992,2,18,-9999
3337,1992,2,19,-9999
3338,1992,2,20,-9999
3339,1992,2,21,-9999
3340,1992,2,22,-9999
3341,1992,2,23,-9999
3342,1992,2,24,-9999
3343,1992,2,25,-9999
3344,1992,2,26,-9999
3345,1992,2,27,-9999
3346,1992,2,28,-9999
3347,1992,2,29,-9999
3348,1992,3,1,0
3349,1992,3,2,0
3350,1992,3,3,0
3351,1992,3,4,0
3352,1992,3,5,0
3353,1992,3,6,0
3354,1992,3,7,23.22
3355,1992,3,8,0
3356,1992,3,9,0
3357,1992,3,10,0
3358,1992,3,11,0
3359,1992,3,12,0
3360,1992,3,13,0
3361,1992,3,14,0
3362,1992,3,15,0
3363,1992,3,16,0
3364,1992,3,17,0
3365,1992,3,18,0
3366,1992,3,19,0
3367,1992,3,20,0
3368,1992,3,21,0
3369,1992,3,22,0
3370,1992,3,23,0
3371,1992,3,24,0
3372,1992,3,25,28.41
3373,1992,3,26,31.34
3374,1992,3,27,48.47
3375,1992,3,28,0
3376,1992,3,29,14.05
3377,1992,3,30,0
3378,1992,3,31,43.21
3379,1992,4,1,0
3380,1992,4,2,0
3381,1992,4,3,0
3382,1992,4,4,0
3383,1992,4,5,0
3384,1992,4,6,0
3385,1992,4,7,0
3386,1992,4,8,0
3387,1992,4,9,22.8
3388,1992,4,10,44.81
3389,1992,4,11,0
3390,1992,4,12,15.5
3391,1992,4,13,0
3392,1992,4,14,0
3393,1992,4,15,0
3394,1992,4,16,22.52
3395,1992,4,17,0
3396,1992,4,18,0
3397,1992,4,19,13.64
3398,1992,4,20,0
3399,1992,4,21,0
3400,1992,4,22,0
3401,1992,4,23,0
3402,1992,4,24,0
3403,1992,4,25,0
3404,1992,4,26,0
3405,1992,4,27,0
3406,1992,4,28,0
3407,1992,4,29,0
3408,1992,4,30,8.45
3409,1992,5,1,4.09
3410,1992,5,2,0
3411,1992,5,3,1.38
3412,1992,5,4,0
3413,1992,5,5,0
3414,1992,5,6,2.94
3415,1992,5,7,0
3416,1992,5,8,0
3417,1992,5,9,0
3418,1992,5,10,0
3419,1992,5,11,0
3420,1992,5,12,0
3421,1992,5,13,0
3422,1992,5,14,0
3423,1992,5,15,37.84
3424,1992,5,16,24.84
3425,1992,5,17,3.65
3426,1992,5,18,5.52
3427,1992,5,19,9.57
3428,1992,5,20,3.22
3429,1992,5,21,2.97
3430,1992,5,22,35.55
3431,1992,5,23,65.15
3432,1992,5,24,29.84
3433,1992,5,25,39.95
3434,1992,5,26,31.74
3435,1992,5,27,6.97
3436,1992,5,28,1.22
3437,1992,5,29,0.95
3438,1992,5,30,0
3439,1992,5,31,0
3440,1992,6,1,1.36
3441,1992,6,2,15.87
3442,1992,6,3,15.66
3443,1992,6,4,0
3444,1992,6,5,0
3445,1992,6,6,0
3446,1992,6,7,10.42
3447,1992,6,8,1.26
3448,1992,6,9,4.71
3449,1992,6,10,17.54
3450,1992,6,11,26.55
3451,1992,6,12,3.27
3452,1992,6,13,0
3453,1992,6,14,0
3454,1992,6,15,0
3455,1992,6,16,0
3456,1992,6,17,7.72
3457,1992,6,18,2.15
3458,1992,6,19,1.72
3459,1992,6,20,2.49
3460,1992,6,21,35.19
3461,1992,6,22,3.69
3462,1992,6,23,0
3463,1992,6,24,0
3464,1992,6,25,0
3465,1992,6,26,3.12
3466,1992,6,27,4.76
3467,1992,6,28,2.86
3468,1992,6,29,0
3469,1992,6,30,0
3470,1992,7,1,0
3471,1992,7,2,0
3472,1992,7,3,0
3473,1992,7,4,0
3474,1992,7,5,1.86
3475,1992,7,6,0
3476,1992,7,7,0
3477,1992,7,8,28.24
3478,1992,7,9,4.67
3479,1992,7,10,1.16
3480,1992,7,11,48.36
3481,1992,7,12,6.99
3482,1992,7,13,4.72
3483,1992,7,14,3.99
3484,1992,7,15,0
3485,1992,7,16,4.47
3486,1992,7,17,15.44
3487,1992,7,18,8.04
3488,1992,7,19,0
3489,1992,7,20,1.57
3490,1992,7,21,3.92
3491,1992,7,22,3.73
3492,1992,7,23,6.72
3493,1992,7,24,10.17
3494,1992,7,25,4.52
3495,1992,7,26,0
3496,1992,7,27,2.06
3497,1992,7,28,2.29
3498,1992,7,29,10.4
3499,1992,7,30,0
3500,1992,7,31,14.46
3501,1992,8,1,7.95
3502,1992,8,2,13.07
3503,1992,8,3,11.05
3504,1992,8,4,3.2
3505,1992,8,5,23.22
3506,1992,8,6,23.98
3507,1992,8,7,6.14
3508,1992,8,8,0
3509,1992,8,9,0
3510,1992,8,10,9.01
3511,1992,8,11,2.75
3512,1992,8,12,2.27
3513,1992,8,13,0
3514,1992,8,14,63.2
3515,1992,8,15,0
3516,1992,8,16,0
3517,1992,8,17,0
3518,1992,8,18,3.06
3519,1992,8,19,0
3520,1992,8,20,8.3
3521,1992,8,21,10.94
3522,1992,8,22,0
3523,1992,8,23,0
3524,1992,8,24,5.4
3525,1992,8,25,9.66
3526,1992,8,26,25.2
3527,1992,8,27,15.44
3528,1992,8,28,3.48
3529,1992,8,29,1.69
3530,1992,8,30,0
3531,1992,8,31,6.08
3532,1992,9,1,0
3533,1992,9,2,1.36
3534,1992,9,3,6.49
3535,1992,9,4,0.48
3536,1992,9,5,1.57
3537,1992,9,6,7.67
3538,1992,9,7,3.77
3539,1992,9,8,19.79
3540,1992,9,9,13
3541,1992,9,10,5.63
3542,1992,9,11,0
3543,1992,9,12,0
3544,1992,9,13,2.9
3545,1992,9,14,0
3546,1992,9,15,5.71
3547,1992,9,16,26.08
3548,1992,9,17,17.62
3549,1992,9,18,11.71
3550,1992,9,19,8.46
3551,1992,9,20,24.75
3552,1992,9,21,1.22
3553,1992,9,22,0
3554,1992,9,23,2.58
3555,1992,9,24,34.92
3556,1992,9,25,20.37
3557,1992,9,26,22.08
3558,1992,9,27,5.72
3559,1992,9,28,12.03
3560,1992,9,29,1.24
3561,1992,9,30,4.95
3562,1992,10,1,1.37
3563,1992,10,2,13.44
3564,1992,10,3,0
3565,1992,10,4,0.97
3566,1992,10,5,1.13
3567,1992,10,6,1.57
3568,1992,10,7,4.88
3569,1992,10,8,4.33
3570,1992,10,9,3.05
3571,1992,10,10,5.12
3572,1992,10,11,0
3573,1992,10,12,0
3574,1992,10,13,0
3575,1992,10,14,3.11
3576,1992,10,15,0
3577,1992,10,16,2.06
3578,1992,10,17,4.42
3579,1992,10,18,2.59
3580,1992,10,19,0
3581,1992,10,20,0
3582,1992,10,21,0
3583,1992,10,22,0
3584,1992,10,23,22.39
3585,1992,10,24,23.01
3586,1992,10,25,0
3587,1992,10,26,35.18
3588,1992,10,27,7.87
3589,1992,10,28,0
3590,1992,10,29,13.06
3591,1992,10,30,22.37
3592,1992,10,31,7.09
3593,1992,11,1,13.61
3594,1992,11,2,0
3595,1992,11,3,0
3596,1992,11,4,40.06
3597,1992,11,5,0
3598,1992,11,6,0
3599,1992,11,7,0
3600,1992,11,8,0
3601,1992,11,9,0
3602,1992,11,10,0
3603,1992,11,11,2.36
3604,1992,11,12,25.72
3605,1992,11,13,4.49
3606,1992,11,14,2.2
3607,1992,11,15,7.03
3608,1992,11,16,1.64
3609,1992,11,17,0
3610,1992,11,18,6.07
3611,1992,11,19,0
3612,1992,11,20,10.26
3613,1992,11,21,13.71
3614,1992,11,22,17.38
3615,1992,11,23,0
3616,1992,11,24,0
3617,1992,11,25,0
3618,1992,11,26,0
3619,1992,11,27,21.6
3620,1992,11,28,9.62
3621,1992,11,29,20.89
3622,1992,11,30,1.62
3623,1992,12,1,0
3624,1992,12,2,0
3625,1992,12,3,31.57
3626,1992,12,4,45
3627,1992,12,5,9.71
3628,1992,12,6,0
3629,1992,12,7,0
3630,1992,12,8,0
3631,1992,12,9,0
3632,1992,12,10,0
3633,1992,12,11,0
3634,1992,12,12,0
3635,1992,12,13,0
3636,1992,12,14,0
3637,1992,12,15,0
3638,1992,12,16,0
3639,1992,12,17,0
3640,1992,12,18,0
3641,1992,12,19,0
3642,1992,12,20,0
3643,1992,12,21,0
3644,1992,12,22,0
3645,1992,12,23,0
3646,1992,12,24,0
3647,1992,12,25,0
3648,1992,12,26,27.48
3649,1992,12,27,0
3650,1992,12,28,0
3651,1992,12,29,15.01
3652,1992,12,30,11.45
3653,1992,12,31,0
3654,1993,1,1,0
3655,1993,1,2,0
3656,1993,1,3,7.92
3657,1993,1,4,12.41
3658,1993,1,5,0
3659,1993,1,6,0
3660,1993,1,7,0
3661,1993,1,8,0
3662,1993,1,9,0
3663,1993,1,10,0
3664,1993,1,11,0
3665,1993,1,12,0
3666,1993,1,13,0
3667,1993,1,14,0
3668,1993,1,15,0
3669,1993,1,16,0
3670,1993,1,17,0
3671,1993,1,18,0
3672,1993,1,19,0
3673,1993,1,20,0
3674,1993,1,21,0
3675,1993,1,22,0
3676,1993,1,23,0
3677,1993,1,24,0
3678,1993,1,25,0
3679,1993,1,26,0
3680,1993,1,27,0
3681,1993,1,28,29.67
3682,1993,1,29,46.3
3683,1993,1,30,0
3684,1993,1,31,0
3685,1993,2,1,0
3686,1993,2,2,-9999
3687,1993,2,3,-9999
3688,1993,2,4,-9999
3689,1993,2,5,0
3690,1993,2,6,0
3691,1993,2,7,0
3692,1993,2,8,0
3693,1993,2,9,0
3694,1993,2,10,8.52
3695,1993,2,11,6.19
3696,1993,2,12,0
3697,1993,2,13,0
3698,1993,2,14,0
3699,1993,2,15,0
3700,1993,2,16,0
3701,1993,2,17,0
3702,1993,2,18,0
3703,1993,2,19,0
3704,1993,2,20,0
3705,1993,2,21,0
3706,1993,2,22,0
3707,1993,2,23,0
3708,1993,2,24,0
3709,1993,2,25,-9999
3710,1993,2,26,-9999
3711,1993,2,27,-9999
3712,1993,2,28,-9999
3713,1993,3,1,-9999
3714,1993,3,2,-9999
3715,1993,3,3,-9999
3716,1993,3,4,-9999
3717,1993,3,5,-9999
3718,1993,3,6,0
3719,1993,3,7,0
3720,1993,3,8,0
3721,1993,3,9,0
3722,1993,3,10,0
3723,1993,3,11,0
3724,1993,3,12,0
3725,1993,3,13,9.68
3726,1993,3,14,0
3727,1993,3,15,0
3728,1993,3,16,0
3729,1993,3,17,0
3730,1993,3,18,0
3731,1993,3,19,7.22
3732,1993,3,20,19.78
3733,1993,3,21,0
3734,1993,3,22,0
3735,1993,3,23,0
3736,1993,3,24,0
3737,1993,3,25,0
3738,1993,3,26,0
3739,1993,3,27,0
3740,1993,3,28,0
3741,1993,3,29,0
3742,1993,3,30,7.49
3743,1993,3,31,0
3744,1993,4,1,0
3745,1993,4,2,0
3746,1993,4,3,0
3747,1993,4,4,0
3748,1993,4,5,0
3749,1993,4,6,0
3750,1993,4,7,0
3751,1993,4,8,4.97
3752,1993,4,9,0
3753,1993,4,10,0
3754,1993,4,11,0
3755,1993,4,12,14.77
3756,1993,4,13,34.43
3757,1993,4,14,73.86
3758,1993,4,15,3.06
3759,1993,4,16,0
3760,1993,4,17,3.5
3761,1993,4,18,0
3762,1993,4,19,0
3763,1993,4,20,5.76
3764,1993,4,21,0
3765,1993,4,22,0
3766,1993,4,23,0
3767,1993,4,24,13.84
3768,1993,4,25,9.51
3769,1993,4,26,4.24
3770,1993,4,27,6.06
3771,1993,4,28,19.41
3772,1993,4,29,5.07
3773,1993,4,30,4.72
3774,1993,5,1,2.09
3775,1993,5,2,0
3776,1993,5,3,0
3777,1993,5,4,0
3778,1993,5,5,-9999
3779,1993,5,6,-9999
3780,1993,5,7,11
3781,1993,5,8,7.3
3782,1993,5,9,8.94
3783,1993,5,10,7.66
3784,1993,5,11,0.83
3785,1993,5,12,3.8
3786,1993,5,13,0
3787,1993,5,14,4.08
3788,1993,5,15,3
3789,1993,5,16,3.13
3790,1993,5,17,0
3791,1993,5,18,3.22
3792,1993,5,19,9.96
3793,1993,5,20,17.49
3794,1993,5,21,3.25
3795,1993,5,22,7.85
3796,1993,5,23,27.95
3797,1993,5,24,8.45
3798,1993,5,25,34.22
3799,1993,5,26,12.58
3800,1993,5,27,6.8
3801,1993,5,28,2.77
3802,1993,5,29,0
3803,1993,5,30,0
3804,1993,5,31,5.83
3805,1993,6,1,2.27
3806,1993,6,2,1.19
3807,1993,6,3,0.4
3808,1993,6,4,0
3809,1993,6,5,0
3810,1993,6,6,2.71
3811,1993,6,7,1.91
3812,1993,6,8,6.94
3813,1993,6,9,13.07
3814,1993,6,10,2.82
3815,1993,6,11,0
3816,1993,6,12,0.46
3817,1993,6,13,4.18
3818,1993,6,14,3.18
3819,1993,6,15,2.45
3820,1993,6,16,14.84
3821,1993,6,17,0
3822,1993,6,18,2.1
3823,1993,6,19,43.87
3824,1993,6,20,29.03
3825,1993,6,21,1.46
3826,1993,6,22,4.33
3827,1993,6,23,0
3828,1993,6,24,1.37
3829,1993,6,25,0
3830,1993,6,26,0
3831,1993,6,27,0
3832,1993,6,28,2.79
3833,1993,6,29,3.07
3834,1993,6,30,2.47
3835,1993,7,1,4.45
3836,1993,7,2,2.61
3837,1993,7,3,22.1
3838,1993,7,4,0
3839,1993,7,5,2.58
3840,1993,7,6,0.8
3841,1993,7,7,14.97
3842,1993,7,8,7.37
3843,1993,7,9,0
3844,1993,7,10,0
3845,1993,7,11,48.61
3846,1993,7,12,2.19
3847,1993,7,13,0
3848,1993,7,14,1.32
3849,1993,7,15,0
3850,1993,7,16,3.49
3851,1993,7,17,0
3852,1993,7,18,0
3853,1993,7,19,0
3854,1993,7,20,0
3855,1993,7,21,0
3856,1993,7,22,27
3857,1993,7,23,25.36
3858,1993,7,24,15.17
3859,1993,7,25,0
3860,1993,7,26,10.5
3861,1993,7,27,7.83
3862,1993,7,28,0
3863,1993,7,29,0
3864,1993,7,30,0
3865,1993,7,31,0
3866,1993,8,1,4.55
3867,1993,8,2,0
3868,1993,8,3,0
3869,1993,8,4,0
3870,1993,8,5,0
3871,1993,8,6,1.64
3872,1993,8,7,3
3873,1993,8,8,1.05
3874,1993,8,9,1.56
3875,1993,8,10,0.84
3876,1993,8,11,0.85
3877,1993,8,12,0
3878,1993,8,13,2.12
3879,1993,8,14,0
3880,1993,8,15,6.24
3881,1993,8,16,96.78
3882,1993,8,17,0
3883,1993,8,18,0
3884,1993,8,19,0
3885,1993,8,20,0
3886,1993,8,21,0
3887,1993,8,22,0
3888,1993,8,23,1.36
3889,1993,8,24,0
3890,1993,8,25,-9999
3891,1993,8,26,0
3892,1993,8,27,2.95
3893,1993,8,28,3.54
3894,1993,8,29,9.06
3895,1993,8,30,15.3
3896,1993,8,31,6.96
3897,1993,9,1,1.62
3898,1993,9,2,3.28
3899,1993,9,3,2.23
3900,1993,9,4,4.93
3901,1993,9,5,15.68
3902,1993,9,6,8.56
3903,1993,9,7,4.7
3904,1993,9,8,0
3905,1993,9,9,0
3906,1993,9,10,7.24
3907,1993,9,11,0.56
3908,1993,9,12,0.49
3909,1993,9,13,1.43
3910,1993,9,14,3.39
3911,1993,9,15,1.26
3912,1993,9,16,25.42
3913,1993,9,17,20.18
3914,1993,9,18,12.98
3915,1993,9,19,0
3916,1993,9,20,8.13
3917,1993,9,21,0
3918,1993,9,22,1.67
3919,1993,9,23,3.59
3920,1993,9,24,25.59
3921,1993,9,25,36.13
3922,1993,9,26,0.83
3923,1993,9,27,5.05
3924,1993,9,28,4.41
3925,1993,9,29,8.28
3926,1993,9,30,12.48
3927,1993,10,1,1.72
3928,1993,10,2,0.73
3929,1993,10,3,0
3930,1993,10,4,0
3931,1993,10,5,0.78
3932,1993,10,6,5.84
3933,1993,10,7,1.39
3934,1993,10,8,0
3935,1993,10,9,0
3936,1993,10,10,0
3937,1993,10,11,0
3938,1993,10,12,0
3939,1993,10,13,0
3940,1993,10,14,0
3941,1993,10,15,0
3942,1993,10,16,0
3943,1993,10,17,0
3944,1993,10,18,0
3945,1993,10,19,10.09
3946,1993,10,20,11.22
3947,1993,10,21,2.25
3948,1993,10,22,20.98
